생산자,설명
유지니오 보끼노Eugenio Bocchino,
인터내셔날 와인 그룹 SRLInternational Wine Group SRL,"IWG provides its customers with prestigious wines originating from the best international vineyards, proposing them exclusive brands that guarantee both their origins and quality, divided into bouquets focused on satisfying the customers' increasingly more demanding tastes based on the passion and thorough know-how of the most up-to-date oenological techniques."
카사 팔라딘Casa Paladin,
레나토 부간자Renato Buganza,
레지스 포아씨네Regis Poissinet,
스크리아니Scriani,"We could talk about passion, innovation, vocation. Let us leave these words to those who feel the need for them. Scriani speaks another language: that of the vineyards, of gestures and attention, of daily work. Because the land never lies. And neither does our wine."
발도 스푸만티Valdo Spumanti,"발도 스푸만티(Valdo Spumanti)는 이태리 북동쪽에 위치하는 작은 마을 발도비아데네(Valdobbiadene) DOC에서 따온 것이다. 이 곳은 대체로 완만한 언덕으로 이루어져 있으며, 특히 프로세코(Prosecco)로 유명하다. 발도는 프로세코만 80년 이상 생산해 이 마을에서 가장 오래된 역사를 지니고 있다. 다양한 스타일로 구성된 포트폴리오 덕분에 국내 시장뿐만 아니라 전세계 곳곳에서 많은 사랑을 받고 있다."
발로네Vallone,"The Vallone company, an agricultural society now in its fourth generation, is now managed by Francesco Vallone. Composed of three corporate bodies, it can count on an area of 500 hectares of which 180 are vineyards. The rich and varied ampelographic base allows the company to cover the entire Salento and more generally Apulian variety spectrum with its own production."
애퍼쳐Aperture,
칸티네 비테비스Cantine Vitevis,"4 production plants, 2 bottling lines. We produce all wines from Veneto Region with our own grapes."
리드 홀랜드Read Holland,
와인즈 바이 비비아나Wines by Bibiana,
콥 와인즈Cobb Wines,"콥 와인즈(Cobb Wines)는 북부 캘리포니아의 소노마 카운티에서도 해안가와 가까운 곳에 위치하여 기후와 토양이 반영된 클래식 하고 훌륭한 피노누아를 생산하고 있습니다. 2001년, 피노누아에 대한 열정과 탐험정신으로 콥스 패밀리의 두 세대가 결합하였습니다."
뒤피스Dupuis,
리오코Lioco,
메드락 엠스Medlock Ames,
카베스코바도Ca' Vescovado,Ca' Vescovado is a new winery bringing together old traditions with cutting-edge modern technology and techniques of wine-making.
이탈리안 와인 아틀리에Italian Wine Atelier,Italian Wine Atelier – wine division of Alesia Groups – offers quality wines coming from the most important Italian wine regions both under own registered brands and under the brands of selected Italian wineries with whom the company has developed long lasting and reliable partnerships.
샴페인 보몽Champagne Beaumont,"샴페인 보몽(Champagne Beaumont )은 1955년, 샹파뉴 지방의 심장부인 그랑 크뤼 포도밭 에페르네 Epernay 부근에 위치한 마르드이 Mardeuil 지역에서 소규모로 포도 재배를 해오던 생산들이 한 마음으로 모였습니다. 지역의 떼루아를 가장 정직하게 반영한 샴페인을 만들기 위해 첫 걸음을 내딛은 이후 현재까지 수대에 걸쳐 최상급의 샴페인을 생산하며 새로운 역사를 만들어가고 있습니다. 샴페인 보몽의 풀네임, 보몽 데 크레"
크로프트Croft,"크로프트(Croft)는 현존하는 가장 오래된 포트 하우스로, 정통 포트와인의 상징과도 같은 곳입니다. 오랜 역사 만큼이나 뛰어난 품질로 그 가치를 인정받고 있으며, 끊임없는 개척정신을 통해 프리미엄 포트와인의 선두주자로서 입지를 공고히 하고 있습니다. 와인 레이블의 중앙에"
테누타 가찌Tenuta Gacci,"테누타 가찌(Tenuta Gacci)는 비장한 각오로 루비콘 강을 건넌 율리우스 시저와 같이 월드 클래스 와인을 만들겠다는 큰 사명을 가지고 와이너리를 설립하였습니다. 와인업계를 종사하기 전, 그녀는 당시 여성에게 기회가 많지 않았던 자동차 업계에서 두각을 나타내며 세일즈 디렉터의 자리까지 오르 등 중역에 자리에 올랐습니다. 특히 람보르기니의 오너인 페루치오 람보르기니와 동향 출신으로 젊은 시"
보르고 마라그리아노Borgo Maragriano,
샤또 호쉐 꼬르방Chateau Rocher Corbin,
도멘 드 까후Domaine du Carrou,
도멘 뱅상 피나르Domaine Vincent Pinard,
앙리 피온Henri Pion,
도멘 앙리 푸르드혼Domaine Henri Prudhon,
도멘 니콜라스 페럴트Domaine Nicolas Perrault,
알렌 그라스Alain Gras,
도멘 오거스트 클라페Domaine Auguste Clape,
샤토 데 뚜레떼Chateau des Touettes,
파브리카 디 산 마르티노Fabbrica de San Martino,파브리카 디 산 마르티노(Fabbrica de San Martino)의 바이오다이나믹 농업은 포도원과 포도주 양조업자 사이의 긴밀하고 애틋한 연결고리를 기반으로 한다. 살충제와 비료를 사용하지 않으며 와이너리 또한 포도 재배에 크게 관여하지 않는다. 그렇기에 토
파테르나Paterna,
테렌주올라Terenzuola,"테렌주올라(Terenzuola)는 리구리아와 토스카나를 가로지르는 아름다운 포스디노보(Fosdinovo) 지역에 위치하고 있으며, 총 재배면적은 22 헥타르이다. 콜리 디 루니(Colli di Luni) 에서 칸디아(Candia) 평야까지 길게 이어지는 이곳은 마싸(Massa), 카라라(Carrara)"
알피에리Alfieri,"알피에리(Alfieri)는 펠리노(Perlino)의 오래된 패밀리 브랜드로, 1905년 설립되어 피에몬테의 스파클링 와인과 베르무트 생산자로 이름을 떨치고 있습니다. 유네스코로 지정된 가장 아름다운 포도원에서 꾸준히 피에몬테의 전통과 유산을 계승하며 많은 이들에게 중세시대의 향을 제공하는 와이너리입니다."
테누타 쿠코Tenuta Cucco,
프라텔리 칠리우띠Fratelli Cigliuti,
미아니Miani,
샤또 드 라 조베르티Chateau de la Jaubertie,
피터 바인바흐Peter Weinbach,
샤토 데 트로스 물랭Chateau Des Trois Moulins,
샤토 레 아르두앵Chateau Les Ardouins,샤토 레 아르두앵(Chateau Les Ardouins)은 프랑스 보르도 우측에 위치한 파우르 (Faure) 가문에서 6대째 운영하고 있던 와이너리를 1970년 알랭 포레(Alain Faure)가 인수하였다. 이후 그의 딸 델핀 포레 메종(Delphine Faure Maison)이 최고의 품질의 와인을 생산하고자 하는 전통과 가치를 잘 이어와 오늘날 100펙타르에 이르는 와이너리를 일구었다.
샤토 르핌플렛Chateau Repimplet,
칼카다 와인Calcada Wine,"칼카다 와인(Calcada Wine)은 1917년, Quinta da Calcada를 설립하면서 1세기가 넘는 와인 양조 역사가 시작되었다. 칼카다 와이너리(Calcada Wine)는 포르투갈의 북서쪽에 위치하며 대서양을 인접으로 가장 넓은 DOC 지역인 비뉴 베르"
아우렐리오 세티모Aurelio Settimo,"아우렐리오 세티모(Aurelio Settimo)는 1962년 아우렐리오 세티모가 설립된 후 현재 그의 딸 티지아나(Tiziana)가 와이너리를 운영하고 있습니다. 그들의 철학은 항상 같습니다, “전통을 중시하고 품질에 집중하라” 그들은 피에몬테에서 레드 와인만을 생산합니다."
스테파노 루비아나Stefano Lubiana,
닥터. 엣지Dr. Edge,
뮤스톤Mewstone,
그레이와키Greywacke,
번 코타지Burn Cottage,
비노스 라바날Vinos Ravanal,
카스텔 도르Castell D'OR,
마라미에로Marramiero,마라미에로(Marramiero)의 활동은 와인 생산뿐만 아니라 농업에 대한 큰 사랑과 아브루쪼주의 전통을 준수하기 위한 위대한 도전이다. 전통적인 양조 방법과 현대적인 테크놀로지를 서로를 조화시켜 와인의 품질 향상을 목표로 하고 있다.
삐에르 뒤몽테Pierre Dumontet,
샤또 뒤 물랑 누아Chateau du Moulin Noir,
냅스테인 엔터프라이즈 와이너리Knappstein Enterprise Winery,"냅스테인 엔터프라이즈 와이너리(Knappstein Enterprise Winery)는 남호주 클레어 밸리(Clare Valley)의 대명사이자 역사가 깊은 곳으로 1969년 설립된 이래 프리미엄 와인을 만드는 기업으로 오랫동안 존경받아 왔습니다 Knappstein은 지역 최고의 포도밭을 보유하고 있으며, 양조자들의 철학과 엄"
위컴파크Wickham Park,위컴파크(Wickham Park)는 Knappstein의 소유 브랜드로 1842년에 소유주인 Benjamin Wickham의 이름을 따서 지어졌습니다. 양조장은 남호주 McLaren Flat의 Wickham Hill Road를 따라 고급 와인 재배 지역 McLaren Vale의 중심부에 위치하고 있습니다.
"샤또 올리비에Chateau Olivier, Grand Cru Classé de Grave","샤또 올리비에 (CHATEAU OLIVIER) 는 숲, 초원, 포도밭으로 구성된 넓은 소유지내에 숲 사이에 한복판에 위치하고 있다. 아름다운 건축 양식, 작은 개울, 부속 건물의 가치로 보르도시에서 11킬로 떨어진 곳에 완전 자연속의 예외적인 장소다."
도멘 슈네비에르Domaine Chenevieres,"도멘 슈네비에르(Domaine Chenevieres)는 대대로 포도 경작을 이어온 르누아 가문의 빈센트와 니콜라스 형제에 의하여 1986년에 설립되었다. 오늘날에는 그의 아내와 자손들이 전통적인 방식을 지키며 포도의 경작부터 수확, 양조와 병입까지 열정을 쏟아 관리하고 있다. 도멘 슈네비에르는 마콩과 큘리니 사이의 작은 마을, 생 모리스에 41헥타르의 포도밭과 동굴 형태의 오래된 와인 저장고를 소유하고 있다."
샤또 베를리께Chateau Berliquet,샤또 베를리께(Chateau Berliquet)의 이름은 생떼밀리용 포도밭 중 가장 오래된 이름중의 하나이다. 1768년에 이미 벨레임 지도상에 나타나 있다. 빠기에르는 1828년 자신의 분류에서 베를리께를 아펠라시옹 5대 와인의 하나로 꼽았다.
샤또 깝 드 무를랭CHATEAU CAP DE MOURLIN,샤또 깝 드 무를랭 (CHATEAU CAP DE MOURLIN) 가문은 4세기전부터 쌩떼밀리용의 와인을 생산하는 집안인데 이는 1647년 와인 판매 계약서가 증명해준다. 쌩떼밀리용에서 가장 오래된 곳의 하나인 이 곳에 가문의 이름을 사는 장소와 생산하는 와인 이름에 동시에 붙여준다.
샤또 라 꾸스뽀드Chateau La Couspaude,샤또 라 꾸스뽀드 (CHATEAU LA COUSPAUDE)는 생떼밀리용 중심에 위치한 성당에서 가까운 곳에 위치하고 있다. 오베르 가문의 소유로 100년 이상 유지된 샤또이다. 오베르 가문은 보르도에서 다른 곳에도 샤또를 소유하고 있으며 2세기 이상 포도를 재배해 왔다. 라 꾸스뽀드는 중세 시대 '뽀뜨 십자가' 라는 이름에서 따왔다. 소유지 입구에 있는 교차로로 쌩 자크 드 꽁뽀스뗄 길 순례자들을 인도하던 곳이었다.
샤또 프랑 메인Chateau Franc Mayne,
"샤또 라시스 뒤까스Château Larcis Ducasse, 1st Grand Cru Classe B",샤또 라르시스 뒤까스 (CHATEAU LARCIS DUCASSE) 2012년에 1급 그랑 크뤼 끌라쎄로 격상되었다. 1893년부터 그라씨오 -아트만 가문이 소유했다. 2002년부터 니꼴라 띠엥뽕과 다비드 쉬르가 도멘의 와인 품질을 향상시키기 위해 참여했으며 스테판 드런오꾸르와 줄리앵 라보의 자문도 얻고 있다.
샤또 라 카바네Chateau La Cabanne,
샤또 쁘띠 빌라쥬Chateau Petit-Village,
샤또 로게Chateau Rouget,
뷰 마넨Viu Manent,뷰 마넨 (Viu Manent) 은 1935년에 돈 미구엘 뷰 그라시아(Don Miguel Viu Gracia)가 그의 두 아들과 함게 산티아고에 보데가 뷰(Bodegas Viu)라는 이름으로 와이너리를 설립한 가족경영형태의 와이너리 이다. 현재까지 뷰 일가의 소유로 되어 있다.
샤또 퐁레오Chateau Fonreaud,
샤또 마르퀴스 드 테름Chateau Marquis de Terme,
카사 에르멜린다Casa Ermelinda,"Casa Ermelinda Freitas 는 1920년부터 현재 4대째 와인을 만들고 있습니다. 국내 및 국제에서 1,000개 이상의 상을 수상했으며, 2005년의 Syrah는 파리에서 열린 “Vinalies Internationales 2008” 대회에서 세계 최고의 레드 와인으로 선정되기도 했습니다."
샤토 타이 페Chateau Tire Pe,
깐텔레Cantele,깐텔레(Cantele)는 라벨의 디자인에서 보여주듯이 모던한 와인이다. 1979년에 세워진 깐텔레의 와이너리는 항상 새로운 기술을 접목하여 살렌토(Salento) 지방의 대표주자가 되었다.
샤토 바스토-라몽타뉴Chateau Bastor-Lamontagne,
샤또 브로스테Chateau Broustet,
샤또 드 파르그Chateau de Fargues,
"클로 오 페라구에Clos Haut-Peyraguey, 1st Cru Classe - Sauternes",
"샤또 라포리 페라구에Chateau Lafaurie-Peyraguey,1st Cru Classe - Sauternes",
포스 웨이브 와인즈Fourth Wave Wines,"포스 웨이브 와인즈(Fourth Wave Wines)는 유기농, 무(無) 방부제, 지속가능성을 인정받은 브랜드로써, 호주 와인시장을 이끌고 있다. 포트폴리오 중 많은 사랑을 받고 있는 브랜드로써 Le Chat Noir, Hello!, Il Villaggio와 함께 Elephant in the Room, Take it to the Grave, Little Giant, Farm Hand, No Evil, Tread Softly, Plus Minus 를 전개하고 있다. Fourth Wave Wine은 '제4의 물결'이라는 의미로써 독창적인"
지안프랑코 피노Gianfranco Fino,"최고 퀄리티의 와인을 생산하기 위해, 솎아내기, 가지치기 등을 하지 않으며, 포도밭의 순환도 자연 그대로의 순리에 맡겨 놓았다. 이러한 열정은 와인파트너이자 인생의 동반자인 시모나와 함께 진행하고 있으며, 2004년부터 다수의 상을 수상하면서 와인 업계의 라이징 스타로 떠올랐다."
샤또 라 뚜르 블랑쉐Chateau La Tour Blanche,
더 피노 프로젝트The Pinot Project,
안티코 포데레 카사노바Antico Podere Casanova,
디 메오Di Meo,
도멘 뒤 비유 라자렛Domaine du Vieux Lazaret,
폴바네라Polvanera,"폴바네라(Polvanera)는 풀리아 지역의 Itra Valley 와 Matera 에서 30분 거리에 있다. 와이너리가 흔하지 않은 곳이자 전형적인 시골 마을인 Acquaviva delle Fonti 와 Gioia del Colle 사이에 위치해있다. 해발 고도 300~450 미터에 위치한 포도밭은 약 100 헥타르의 면적으로 프리미티보, 알레아티코, 알리아니코, 미누톨로, 모스카토, 팔랑기나, 마레스코 등 다양한 품종을 유기농법으로 재배하고 있다."
브로떼Brotte,브로떼 (Brotte) 는 로항 브로떼의 가족 와이너리이며 와인이 상품화 되기 전까지 브롯떼사에서 포도나무의 손질부터 와인 생산과정을 완벽하게 제어했다. 가장 오래되고 훌륭한 떼루아로 인해 깨끗한 환경과 포도송이가 잘 익을 수 있는 최적의 장소를 제공한다.
도멘 보니 가쇼Domaine Bony Gachot,
후쏘 바또Rousseaux Batteux,
레 끌로 모리스Les Clos Maurice,
어니스트 빈야드Ernest Vineyards,
구아도 알 멜로Guado Al Melo,
르 카니에테Le Caniette,
마로티 캄피Marotti Campi,
도멘 생 패트리스Domaine St.Patrice,"테루아에 대한 완벽한 이해를 바탕으로 유기농 방식만을 적용하며, 올드 바인을 꾸준히 선별하여 재배, 이를 통해 강건하면서도 순수하고 우아한 스타일의 샤토네프 뒤 파프와 꼬뜨 뒤 론 와인을 생산한다."
마우리지오 알룽기Maurizio Alongi,
샴페인 보드리Champagne Baudry,샴페인 보드리(Champage Baudry)의 역사는 1660년부터 시작한다. 현재까지 11세대에 거쳐 상파뉴 남쪽의 보석 '꼬뜨 데 바 Cotes des Bar' 의 중심에서 와인을 생상한고 있다. 보드리의 샴페인은 뛰어난 산미와 복합미를 인정받아 프랑스 최고의 와인 매거진인 Le Guide Hachette des Vins에 매년 빠짐없이 선정되고 있다.
포데레 산 지아코모Podere San Giacomo,
에스타브레시미엔토 주아니코Establecimiento Juanico,"에스타브레시미엔토 주아니코(Establecimiento Juanico) 는 1830년 Don Francisco Juanico 에 의해 지하셀러 건축 되었다. 1979년 Juan Carlos Deicas 가 와이너리 인수하여 Juanico 지역의 토양과 재배환경이 보르도지역과 동일하다는 연구조사결과로 프랑스 포도 품종을 도입하고, 과학적인 양조방법으로 와인생산방식을 개혁했다."
크라운 포인트Crown Point,
마티아스 리치텔리Matias Riccitelli,
임부코Imbuko,
샹파뉴 너빌Champagne Neuville,
마야카마스 빈야드Mayacamas Vineyards,"마야카마스 빈야드(Mayacamas Vineyards)는 1889년 설립된 이래 미국을 대표하는 컬트 와이너리로 굳건히 자리를 지키고 있는 프리미엄 생산자입니다. 존 헨리 피셔(John Henry Fisher)가 쌓아 올린 석조 건물 아래 와인이 생산되기 시작하였고, 40년대 초 이곳을 매입한 잭 테일러(Jack Talyor)를 거쳐 68년부터 약 45년간 밥 트레버스(Bob Travors)가 오너 와인메이커로 자리하였습니다."
까사노바 디 네리Casanova di Neri,"까사노바 디 네리(Casanova di Neri) 와인너리는 몬탈치노 지역의 큰 빈야드를 1971년에 사들이면서 시작 되었다. 몇 해를 거듭하며 지속적으로 최고의 와인 생산을 위해 연구와 조사를 통해 빈야드 사입을 하였고, 서로 토양의 성격이 전혀 다른 빈야드가 나누어져 있는데 Castelnuovo dell'Abate 지역의 Pietradonice 빈야드, Sant'Angelo 언덕의 Le Centine 빈야드와 Montalcino에 농장과 같은 이름으로 사용되는 Il Fiesole 빈"
로카 디 몬테그로시Rocca Di Montegrossi,"로카 디 몬테그로시(Rocca Di Montegrossi)는 2016년 와인&스피릿 매거진으로부터 세계 100대 와이너리로 선정된 최고의 와이너리로 1,400년이 넘은 이탈리아 키안티 와인의 산 역사 리카솔리 가문의 마르코 리카솔리(Marco Ricasoli)가 설립하였다."
"샤또 뒤포르 비방Chateau Durfort-Vivens, Grand Cru Classe,2nd Cru","샤또 뒤포르 비방 (Chateau Durfort-Vivens) 은 12세기, 프랑스 남서부 지역의 명문가였던 Durfort de Duras가에 의해 와이너리가 설립되었다. Durfort de Duras가는 수 세기동안 여러 대를 통해 메독 와인만의 독특한 특징이 잘 표현되는 와인을 생산하기 위해 노력하였다."
샤토 뷰 포타나Chateau Vieux Potana,
샤토 레 렘파츠 드 비롤Chateau Les Remparts de Birol,"샤토 레 렘파츠 드 비롤Chateau Les Remparts de Birol)은 보르도 북부 코트 드 부르(Cotes de Bourg)에 자리 잡은 성벽으로 둘러싸인 와이너리로, 메를로에 집중하여 부드러운 향기를 가진, 보르도 와인 중 에서도 뛰어난 가성비를 자랑하는 와인을 생산한다."
보데가스 페르난도 카스트로Bodegas Fernando Castro,데가스 페르난도 카스트로 (Bodegas Fernando Castro) 는 스페인의 대표적인 와인 생산지의 하나인 Castillo de La Mancha지역의 ; DO Valdepeñ;as 에서 가장 큰 와이너리 그룹 중의 하나로서 오래된 역사를 간직하고 있고 고품질의 와인들을 생산하며 세계 각지에 수출하고 있다.
지아꼬모 그리말디Giacomo Grimaldi,
리버팜River Farm,
네이키드Nakd,
도멘 드 라 자나스Domaine de la Janasse,도멘 드 라 자나스 (Domaine de la Janasse) 는 프랑스의 가장 오래된 포도재배 지역 중 하나인 샤또네프뒤빠쁘 마을에 위치하며 이 곳은 남부 론의 중심 지역이다. 여름의 엄청난 일조량과 따뜻한 지중해 성 기후가 지배한다. 1967년 Aime Sabon 이 설립 하였으며 그의 아버지 역시 포도재배자 였다.
보데가스 크론티라스Bodegas Krontiras,
미셸 조아네Michel Joannet,
도멘 장-미셸 기용Domaine Jean-Michel Guillon,
샴페인 베르제르Champagne Bergere,
스가르지 루이지Sgarzi Luigi,
도멘 두 페레 귀요Domaine du Pere Guillot,
산 밸리San Valley,
비냐 시겔Vina Siegel,
샤또 파야트Chateau Fayat,
꼰타디 카스탈디Contadi Castaldi,"꼰타디 카스탈디(Contadi Castaldi)는 프란치아코르타의 선구자인 비토리오 모레티(Vittorio Moretti)가, 그의 아내가 어린 시절 일했던 아드로(Adro)마을의 문을 닫은 오래된 벽돌 공장과 그 주변의 땅을 구입하고, 벽돌 공장을 와이너리로 개조하면서 1980년대 후반"
실비아 셀라스Silvia Cellars,
에라틱 오크스 빈야드Erratic Oaks Vineyards,
샤토 포가스Chateau Fougas,"샤또 포가스(Chateau Fougas)는 “떼루아의 특색이 표현된 와인, 자연을 존중하며 땅과의 깊은 인연을 통한 진정성 있는 와인을 추구한다.”는 철학과 방향성을 가지고있다. CHATEAU FOUGAS의 와인은 부드럽고 세련된 우아함이 특징적이며, 향신료와 과실의 놀라운 아로마를 지닌 와인을 양조하고 있다."
샤토 장 포Chateau Jean Faux,샤토 장 포(Chateau Jean Faux)의 역사는 중세시대로 거슬러 올라간다. 하드공드(Radedonde)는 템플 기사단이 거주하던 요새 마을로써 현재까지도 마을 곳곳에서 흔적을 발견할 수 있다. 16세기 Melac 백작이자 루이 14세 시기에 유명한 장군이었던 에제키엘 뒤 마스
샤토 뷰 무냑Chateau Vieux Mougnac,
샤토 뷰 타이페르Chateau Vieux Taillefer,"샤또 따이유페르(Chateau Taillefer)는 5헥타르의 규모로 생떼밀리옹이라는 이름의 다양한 코뮌에 위치해있다. 지역 토착 와인을 생산하기 때문에 토양에 특별성을 부여하며, 모든 작업은 손, 말, 트랙터로 진행한다. 전 과정을 기계화하여, 화학"
더 세이프리드 패밀리The Seifried Family,
아다 나다Ada Nada,
빌라도리아Villadoria,
차세타Casetta,
보데가스 델 팔라시오 데 페피냐네스Bodegas del Palacio de Fefinanes,보데가스 델 팔라시오 데 페피냐네스(Bodegas del Palacio de Fefinanes)는 알바리뇨의 기원을 탐험하기에 안성맞춤인 곳입니다. 와이너리는 1621년에 완공된 Cambados의 중앙에 위치한 인상적인 르네상스 건물인 Fefinanes Palace의 일부를 차지하고 있습니다. Albarino de Fefinanes라는 브랜드는 1928년에 등록되었으며 레이블은 그 이후로 동일하게 유
프리먼Freeman,"프리먼(Freeman)은 러시안 리버 밸리와 소노마 해안의 가장 서늘한 지역에서 재배된 포도로 만들어진다. 독특한 떼루아가 지닌 특성의 영향으로 캘리포니아의 와인이 부르고뉴 만큼 복합적이고 매력적이며, 장기적으로 숙성할 가치가 있다는 확신을 주었다."
피닉스 와인Phoenix,피닉스 와인(Phoenix)은 2017년 설립한 신생 와인회사로 나파밸리 Saint Helena 지역에 위치해 있습니다. 유명 와이너리 포도밭으로부터 소량의 프리미엄 포도를 공급받아 연 5000병의 한정된 수량만으로 피닉스 와인 스타일을 새롭게 구성한 나파밸리 정통 부띠끄 와인입니다.
러드Rudd Estate,"러드(Rudd Estate)는 Leslie Rudd에 의해 1996년에 설립되었으며, 나파밸리 Oakville 아펠라시옹에 위치하고 있다. 좋은 품질의 보르도 품종을 생산하며, 1999년에는 화이트 품종을 재배하고자 Mt.Veeder 80 에이커 부지를 인수하면서 부분적으로 '소비뇽 블랑'과 '세미용' 그리고 '소비뇽 그리'를 재배하고 있다."
핀카 로드마Finca Rodma,"핀카 로드마(Finca Rodma)는 기술을 이용해 포도를 최상의 상태로 재배, 수확하는 것은 물론이고, 환경을 존중하고 돌보는 기술 혁신의 최전선에 있습니다. 정교화 과정에서는 중력 시스템을 이용해 전 과정에 걸쳐 포도를 조심스럽고 세심하게 다룹니다."
도멘 오쉐르Domaine Auchere,"도멘 오쉐르(Domaine Auchere)는 지역 대표로 손꼽히는 생산자 중 하나이다. 모든 포도밭은 지속가능농법으로 재배되며 상세르의 가장 핵심 포도밭인 Chene Marchand (쉔 마르샹) , Les Monts Damnes (르 몽 담느), Les Chasseignes (레 샤세느) , Les Deserts (레 디제르)"
샴페인 도멘 꼴렛Champagne Domaine Collet,"샴페인 도멘 꼴렛(Champagne Domaine Collet)은 샤르도네 포도를 주 품종으로 재배하는 상파뉴 코트 드 세잔(Cote de Sézanne)의 심장부인 퐁텐 데니스(Fontaine Denis)에 뿌리를 둔 소규모 가족 와이너리이다. 포도를 공급하던 꼴렛은 1970년대부터 협동조합을 통해 자신의 포도로 와인을 만들기 시작했고, 마침내 르네 콜레(Renée Collet)가 메종에 합류하며 생명을 불어넣었다."
텐치 빈야드Tench Vineyards,"텐치 빈야드(Tench Vineyards)는 오크빌의 실베라도 트레일 동부에 위치하며 61에이커의 작은 규모를 자랑하는 가족 경영 와이너리로, 미국 컬트 와인의 대명사 스크리밍 이글(Screaming Eagle)과 바로 이웃해 있다."
언노운 에스테이트Unknown Estate,언노운 에스테이트(Unknown Estate)는 독특하고 신선한 컨셉으로 와인을 양조하는 새로운 브랜드이다.
메리 에드워즈 와이너리Merry Edwards Winery,"메리 에드워즈(Merry Edwards) 는 세계에서 가장 영향력 있는 와인 메이커 중 하나로 여러 차례 선정되고, 캘리포니아 주 박람회에서 공로상을 수상한 미국 와인 메이킹의 선구자이다."
도멘 앤더슨 에스테이트Domaine Anderson Estate,도멘 앤더슨(Domaine Anderson)은 캘리포니아 북부 앤더슨 밸리에 걸쳐 따뜻한 계곡 마을인 분빌에서 멘도시노 해안에 가까운 서늘한 지역까지 포함하고 있다.
로드레 에스테이트Roederer Estate,로드레 에스테이트(Roederer Estate) 는 루이 로드레 샴페인의 캘리포니아 소유 에스테이트로 수세기에 걸친 고급 와인 메이킹 노하우를 기반으로 한다.
라 파오느리La Paonnerie,
르 쁘띠 지미오스Le Petit Gimios,
니콜라 호Nicolas Reau,
라 쁘띠 수르La Petite Soeur,
레 브리소Le Briseau,
라 솔가La Sorga,
마타싸Matassa,
페이루스Peyrus,
코르바지알라Corvagialla,
하멜 패밀리 와인스Hamel Family Wines,"하멜 패밀리 와인즈(Hamel Family Wines)는 미국 소노마 밸리, 켄우드에 자리 잡고 있다. 오너인 파멜라 하멜(Pamela Hamel)과 조지 하멜 주니어(George Hamel)에 의해 1에이커의 포도밭에서 역사가 시작되었다."
라디콘Radikon,
카 데이 프라티Ca'dei Frati,"카 데이 프라티(Ca'dei Frati) 는 롬바르디아 주, 가르다호 남쪽의 시르미오네(Sirmione)에 자리잡은 루가나 와인의 가장 이름난 생산자이다,"
벤 마르코Ben Marco,
수사나 발보 와인스Susana Balbo Wines,
크로쿠스Crocus,
수 레 베제타Sous le Vegeta,
라 더반La DueBane,
로얄 리비에라Royal Riviera,
칸티네 산티 노빌레Cantine Santi Nobile,
칸티네 델 보르고 레알레Cantine del Borgo Reale,
앤더스 프레드릭 스틴Anders Frederik Steen,
오렐리엉 호일용Aurelien Houillon,
비방떼르Vivanterre,
산 조르지오San Giorgio,
도멘 드 라 모르도레Domaine de la Mordoree,"도멘 드 라 모르도레(Domaine de la Mordoree)는 두 형제에 의해 1986년에 그들이 경외하는 멧도 요새의 이름을 따 창립됐다. 1989년에 처음 와인을 생산했다. 역사가 오래되지 않았지만, 단 기간 내에 TOP 퀄리티의 와인들을 만들어내며 주위를 깜짝 놀라게 한 와이너리이다."
쿠용 에스테이트Kooyong Estate,"쿠용 에스테이트(Kooyong Estate)는 Chris and Gail Aylward에 의해 1995년에 설립됐다. 52 에이커의 피노 누아 포도밭과 27 에이커의 샤르도네 밭을 경작하고 있으며, 특히 8종류의 피노 누아 묘목을 사용함으로써 각 포도밭의 개성을 와인에 담기 위해 애쓰고 있다."
바란코 오스쿠로Barranco Oscuro,
레그라파이유L'Egrappille,
레 빈냐 데 바바스Les Vignes de Babass,
오리올 아르티가스Oriol Artigas,
쵸타Cotar,
요요Yoyo,
레 풀라 루즈Les Foulards Rouges,
도멘 드 라 핀트Domiane de la Pinte,
포베트Fauvettes,
나투르킨더Naturkinder,
라 메종 로마네La Maison Romane,
루이 발롱Louis Vallon,
제로인Zeroine,
레 카프히아드Les Capriades,
뮬레츄닉Mlecnik,
프랑크 파스칼 [샴페인 프랑크 파스칼]Franck Pascal [Champagne Franck Pascal],"프랑크 파스칼(Franck Pascal)은 Vallée de la Marne의 Chatillon 지역에서 만느 강 오른 편에 위치한 4헥타르의 작은 포도 밭을 유기농 농법으로 가꾸는 와이너리다. 와인 메이커인 Frank는 공업 엔지니어로 일하다가 1994년, Baslieux-sur-Chatillon로 돌아와 포도 밭을 일구기 시작하였다."
몬테 달오라Monte Dall'Ora,
파르티다 크레우스Partida Creus,
샤또 쌩 로쉐Chateau Saint-Roch,"샤또 쌩 로쉐(Château Saint-Roch)는 페르피냥(Perpignan)에서 약 25km 떨어진 모리(Maury) 지역에 44ha의 포도밭이 펼쳐져 있다. 오너인 장 마크 라파주(Jean Marc Lafage)가 어린시절부터 잘 알고 지내오던 곳으로 와인메이커로 협업을 해오던 와중, 2007년 인수하여 Domaine Lafage(도멘 라파주)에서 와인생산의 모든 것을 책임지고 있다."
샤또 멜렛Chateau Meylet,
루이 앙투안 루이Louis Antoine Luyt,
도멘 벨루아드Domaine Belluard,
델라 스타파Della Staffa,
알투라Altura,
로스탈L'Ostal,
유디스 백Judith Beck,
