생산자,설명
도멘 데 핀 까이오뜨Domaine des Fines Caillottes,"도멘 데 핀 까이오뜨(Domaine des Fines Caillotte)의 역사는 19세기로 거슬러 올라간다. Les Loges 라는 작은 마을에서 Louis Pabiot와 그의 아들은 포도경작을 시작하여, 이는 5대손까지 이어왔다. Pouilly Fumé지역에서 3헥타르의 작은 토양을 시작으로 현재는 5개 마을, 30구획의 각기 다른 떼루아를 가진 포도밭을 소유하고 있으며, 그 규모는 29 헥타르에 이른다."
비뇨블 투쉐Vignobles Touchais,"비뇨블 투쉐(Vignobles Touchais)는 1787년 설립된 Moulin Touchais (물랭 투쉐) 와이너리는 8대손을 이어, 루아르 와인 역사를 함께 만들어온 와이너리이다. Anjou 지역의 115헥타르의 큰 규모의 포도원과 Coteaux du Layon 지역의 35헥타르 크기의 포도밭에서 생산하고 있다."
도멘 드 레꾸Domaine de l'Ecu,"도멘 드 레꾸(Domaine de l'Ecu) 와이너리의 기본 철학은 “No make-up, Just true wines” 와인이다. 어떠한 꾸밈 없이 진실된 와인을 양조하는 것, 이에 그들은 오직 손수확만을 고집, 자연 효모만으로 발효, 펌핑 및 랙킹작업은 하지 않으며 오직 중력의 힘으로만 양조, 무수아황산 (산화방지제) 사용은 거의하지 않거나 최소한 사용한다."
체레토Ceretto,"체레토 (Ceretto) 는 1930년대 알바 (Alba)지역에 처음 설립된 와이너리로 1960년대 들어 확장, 발전하게 되었다. 아스티에서 바롤로까지 다양한 타입의 포도주를 생산하면서 눈부신 발전을 거듭한 체레토는 2개의 바르바레스코와 4개의 바롤로를 직접 양조하며 계속 포도원을 개척, 발전시켜 가는 이태리의 주요 와인 생산자이다."
실버 오크Silver Oak Wine Cellars,
떼루아 앤 비뇨블Terroir et Vignoble,
도멘 루도빅 앙젤방Domaine Ludovic Engelvin,루도빅 앙젤방(Ludovic-Engelvin)은 남프랑스 와인계의 체게바라라 불리우는 젊은 혁명가이다. 다소 거칠고 자유분방한 외향과는 달리 와인을 다루는 그의 손끝은 매우 섬세하고 헌신적이다. 특히 그의 Grenache는 마치 실을 뽑아 자수를 놓은 하나의 예술작품과 같다. 고향에서 와인을 양조해 온 조부모님의 영향으로 와인은 그의 삶에 녹아 있었다.
도멘 뒤 페고Domaine du Pegau,도멘 뒤 페고(Domaine du Pegau)는 17세기에 올리브와 체리를 재배해 그 돈으로 와인을 만들었던 페로(Feraud) 일가에 의해 운영되었다. 당시 이미 샤또네쁘 뒤 빠쁘 지역에서 좋은 와인을 만들기로 유명했다. 살짝 으깨어진 포도를 송이째로 양조통에 발효 시키는 방식을 사용하였으며 이 고전적인 방식은 대대로 전해 내려와 현재에도 이 지역의 떼루아를 잘 살린 전통적인 와인을 만들어 낸다.
샤또 오-블랑빌Chateau Haut-Blanville,"샤또 오-블랑빌(Châ;teau Haut-Blanville)은 랑그독(Languedoc)에 위치한 와이너리로 그야말로 가문의 꿈이 현실화된 최고의 와이너리이다. 1997년, 파리의 화려한 삶 대신 열정과 자연이 함께하는 인생을 선택한 이들은 꿈을 함께 나누고자 투자한 몇몇 친구들과 함께 와인 양조를 시작하였다."
도멘 쌩 다미앙Domaine Saint Damien,도멘 쌩 다미앙​(Domaine Saint Damien)은 Saurel 가문이 1821년부터 4세대에 걸쳐 와인 양조를 이어오고 있는 와이너리다. 1979년 “Saint Damien(쌩 다미앙)”이란 이름으로 역사를 이어오고 있다. 이는 현재는 사라졌지만 와인 저장고 인근에 위치하였던 오래된 예배당을 기리기 위해 개칭하였다.
도멘 데 크레스Domaine des Creisses,"도멘 데 크레스(Domaine des Creisses) 와이너리의 역사는 1904년부터 시작되어 3세대에 걸쳐 전통적인 스타일의 남프랑스와인을 생산해 왔다. 1998년 Philippe Chesnelong (필립 쉐누롱)는 와이너리를 인수하면서 와인품질 개선에 집중한다. 특히, 그의 사촌인 Louis Mitjavile (루이 미차빌) 포도재배 부터 와인 양조까지 도움을 받으며 Domaine des Creisses의 역사를 새로이 한다."
쁘띠 룹Petit Loup,"쁘띠 룹(Petit Loup)은 남프랑스 Pic Saint Loup 주변에 위치한 와이너리 Coteaux du Pic는 세개의 와이너리가 합쳐져 만들어진 조합형 생산자다. 특히, Petit Loup을 생산하는 Saint Mathieu de Treviers / Valflaunes 는 부드럽고 우아한 와인을 만들어내며 또한 복함미까지 표현한다. 쁘띠룹은 “작은늑대”라는 뜻으로 와이너리가 위치한 Pic Saint Loup 지역을 대표하는 산과 늑대의 모습을 레이블에 표현하였다."
메종 방뜨낙Maison Ventenac,"메종 방뜨낙(Maison Ventenac)은 1973년에 설립되어 오늘날 3세대에 의해 운영되고 있다. 그들은 단지 자신들에게 상속된 오래되고도 고귀한 땅의 유산을 계속해서 유지해 나가는 것, 그것이 그들의 임무라고 말한다. 프랑스 중남부 Montagne Noire에 걸쳐져 있는 160ha의 Vineyard는 1년 내내 랑그독의 따스한 햇살을 받으며 신선한 대서양과 지중해 바람의 교차로로 독특하고 다양한 지역에서의 기후적 특징을 갖고 있다."
오차가비아Ochagavia,"오차가비아(Ochagavia)는 칠레 와인의 시작, 포도 재배의 아버지, 돈 실베스트레 오차가비아가 설립한 와이너리다. 1850년 돈 실베스트레 오차가비아는 천혜의 자연을 가진 칠레에서의 와인 양조 가능성을 보게 된다. 그해 프랑스에서 포도 묘목을 가져와 와이너리의 기초를 다지기 시작했고 이듬해인 1851년 마이포 밸리에 오차가비아 와이너리를 설립한다."
사이클즈 글래디에이터Cycles Gladiator,"사이클즈 글래디에이터(Cycles Gladiator)는 19세기 (Belle Epoque: 1차 세계대전 이전의 평화롭던 시절) 유럽 전역에 만연하던 자유와 행복을 기념하는 상징이다. 이 시기는 인류의 일상생활에 눈에 띌 정도로 많은 발명품과 삶의 질의 향상을 가져다 주었고, 모던한 형태의 자전거 역시 이 시기에 최초로 등장한 것으로 알려져 있다."
세코야 그로브Sequoia Grove,세코야 그로브(Sequoia Grove)는 러더퍼드의 나파 밸리 중심부에 있는 세쿼이아 나무 숲 아래 110년 된 헛간에서 1970 년에 설립된 세코야 그로브는 나파 밸리에서 가장 우수한 와이너리 중 하나 이며 아름다운 와인을 만들기 위해 지구를 보호하는 것에 신념을 가지고 많은 활동을 하고 있는 이곳은 나파 그린 인증을 받은 친환경 와이너리이다.
그랑드 빈 드 지롱드Grands Vins de Gironde,
프레드릭 마니앙Frederic Magnien,
샤또 바라드Chateau Barade,"샤또 바라드(Chateau Barade)는 1956년 Laurent Dard 의 할아버지에 의해 시작되어 현재는 Laurent 와 그의 아들 Florian에 의해 운영되고 있다. 35 헥타르의 빈야드를 보유하고 있으며, 연간 25만병의 와인을 생산한다. Entre-deux-mers 지방의 심장부인 Bossugan 의 산기슭에 위치하고 있고 포도나무의 평균수명은 20년이다."
샴페인 아얄라Champagne Ayala,"아얄라 샴페인 하우스(Champagne Ayala)는 1860년 Ay에서 설립된 가장 오랜 역사를 가진 샴페인 하우스 중 하나로 꼽힌다. 1882년 결성된 최고 수준의 샴페인 하우스 연합체인 “Grandes Marques de Champagne”의 18개 설립 멤버 중 하나 이기도 한 유서 깊은 샴페인 하우스이며, 영국과 스페인 왕실에서 사용하는 공식 샴페인이다."
슈베르트 이스테이트Schubert Estate,"슈베르트 이스테이트(Schubert Estate)는 호주 고 품질 와인 산지로 알려진 바로사 밸리에 위치하고 있으며, 1890년 요한 슈베르트와 그의 가족이 정착하면서 그 역사가 시작된다."
스미스 데브르Smith Devereux,"스미스 데브르(Smith Devereux)의 시작은 음악과 와인으로 시작되었다. 와인을 사랑했던 여행 및 와인 작가 이안 데브르와 음악에 변화를 추구했던 음악계의 스티브 스미스 두 사람이 우연히 만나 공통의 관심사이자 보다 나은 미래를 열망했던 음악과 와인에 대한 이야기를 나눈 후 평생의 우정, 와이너리 설립을 준비하게 된다."
베르타니Bertani,베르타니(Bertani)는 1857년 베로나 북부 퀸토 디 발판테나 지역에 베르타니 형제가 설립하여 유럽의 새로운 양조 기술 접목 및 발전을 거듭하여 현재 와인 생산의 선도적인 역할을 담당하고 있다.
베나티Bennati,베나티(Bennati) 가문은 오랜 역사를 가진 베네토 지역 와인 생산자로 1870년 최초 와인 생산을 시작으로 대중적인 명품 와인의 보급에 노력을 기울인다. 19세기말에 이르러 추가적인 포도밭의 매입 및 발전을 통해 1980년대 말에 본격적인 아마로네 와인의 생산에 집중하게 되고 전통을 이어오고 있다. 산 지오르지오는 가문의 이름으로 1920년 설립했던 와이너리의 옛 이름을 사용한 것이다.
페코비타FeCoVita,"페코비타(FeCoVita)는 총 30,000헥타르의 포도밭을 소유하고 있으며, 5,000여 개의 생산자와 29개의 협동 조합으로 이루어진 대형 와이너리 그룹이다."
포르투 발도우로Porto Valdouro,
쉑 와인Shack Wine,
비발디Vivaldi,비발디 와이너리(Vivaldi)는 혁신적이고 최상의 퀄리티를 자랑하며 2004년에 이탈리아 북부 지역 발폴리첼라 지역에 설립된 와이너리다. 발폴리체라 지역은 예로부터 바로크 식 음악 뿐만 아니라 독특한 와인 제조 방법 또한 유명한 지역입니다. 발폴리첼라 지역의 와인 제조 방법이 독특한 이유는 포도를 짚 위에 넓게 펼쳐 건조시키는 아파시멘토방법을 사용하여 와인을 생산하기 때문이다.
칸티나 디 몬테포르트Cantina di Monteforte,"칸티나 디 몬테포르트(Cantina di Monteforte)는 역사적으로 중요한 와인 생산지역인 소아베와 발폴리 첼라에 뿌리는 두고 있고 1952년 9월 28일에 설립이 되었다. 알프스 산맥(Val d’Alpone)지역 (Bolca)부터 소아베 클라시코(Soave Classico) 지역에 위치해 있으며, 이곳은 화산의 영향을 받아 오면서 대부분에 토양은 현무암기반과 석회석과 점토가 섞여 있는 토양이다."
미라벤토Miravento,
빌라 파니Villa Pani,
레어 빈야드Rare Vineyards,레어 빈야드(Rare Vinyards) 와이너리는 Pyrenees 와 Cevennes 산맥 근처에 위치한다. 지중해성 기후의 영향을 받는데 바닷가로부터 불어오는 시원한 바람과 따뜻한 태양을 동시에 얻어 아로마가 풍부하며 부드러운 것이 특징이다.
비뇨블 페레베쥬Vignobles Pere-Verge,
도멘 앙리Le Domaine d’Henri,"도멘 앙리(Domaine d'Henri)는 1695년, 샤블리 지역에 첫 포도원을 소유한 Laroche 가족이 1967년 첫 빈티지 생산 후 더 제한적이고 퀄리티 지향적인 에스테이트 구축을 위해 부지를 매각하여 2010년에 설립했다. 프랑스에서 가장 존경 받는 와인 양조가문 중 하나인 Laroche家 보유의 프리미에 크뤼 Fourchaume 포도원 나무 수령은 약 80년에 달하며, 현재 전 포도원은 유기농 재배법으로 전환을 꾀하고 있다."
도멘 롤랑드비Domaine Rollan de By,"도멘 롤랑드비(Domaine Rollan de By) 는 1989년 창업주 쟝 기용(Jean Guyon)에 의해 설립된 이래, 샤또 롤랑드비는 보르도지역 최고의 와인을 생산하는 샤또 중 하나로 성장하였다."
백하우스Backhouse,"백하우스(Backhouse)는 1986년 Mark Rasmussen이 설립했으며 캘리포니아의 센트럴 코스트와 세크라멘토 델타 사이에 위치하고 있다. 시원한 기후가 포도를 천천히 고르게 익게 하고 산뜻한 산미가 이상적인 균형을 유지하며 우수한 와인이 생산된다. 와이너리의 이름은 큰 버드나무와 연못 옆에 자리 잡은, 한때는 자연을 동경하는 작가와 예술가들의 집이었던 오래된 오두막에서 유래되었다."
샤또 프라도Chateau Pradeaux,"샤또 프라도(Chateau Pradeaux)는 신비의 땅 방돌(Bandol)의 무르베드르 제국 Grand Cru다. 샤또 프라도는 1752년 나폴레옹 왕국의 장관직을 역임했던 장 마리 에티엔 포르탈리스(Jean-Marie-Etienne PORTALIS)에 의해 '포르탈리스' 가문이 소유, 포도 재배를 시작하였다. 1789년 프랑스 혁명 시 도멘의 상당 부분이 파손되었으나 포르탈리스 가문은 포도밭을 고수하며 대를 이어갔다."
도멘 드 라 꼬마렌Domaine de la Commaraine,"도멘 드 라 꼬마렌(Domaine de la Commaraine)은 3.75ha의 모노폴을 가지고 있고 12세기부터 부르고뉴 와인 생산 역사에 뿌리를 두고 있다. 끌로 드 라 꼬마렌은 뽀마르에서 가장 유명한 프리미에 크뤼 중 하나이며, 부르고뉴 전체에서도 인정받는 끌리마 중 하나다. 1892년 ‘Great Wine of Burgundy’를 저술한 Danguy와 Aubertin은 우리가 흔히 알고 있는 기후의 관점에서 라 꼬마렌을 가장 높은 순위의 포도밭으로 꼽았다."
파미 아르보Famille Arbeau,Famille Arbeau(파미 아르보) 와이너리 역사는 1878년 프로스퍼 아르보 (Prosper Arbeau) 의해 시작되었다. 프랑스 남서부 ‘ Fronton’ 지역에 위치한 와이너리는 포도재배 기술을 발전시켜 1920년 ‘Chateau Coutinel’ (샤또 꾸띠넬) 이라는 이름으로 지역을 대표하는 포도를 사용하여 다양한 와인을 양조한다.
파트리샤 그린 셀러Patricia Green Cellars,파트리샤 그린 셀라(Patricia Green Cellars)는 미국 오리건 주 윌라밋 밸리(Willamette Valley)의 리본 릿지(Ribbon Ridge)생산 지역 내에 탁월한 지형과 토양을 갖춘 포도원을 2000년 패티 그린(Patty Green)과 짐 앤더슨(Jim Anderson)이 매입하면서 설립한 와이너리이다.
도멘 샤를로팽-티시에Domaine Charlopin-Tissier,"Domaine Charlopin-Tissier(도멘 샤를로팽 티시에)의 오너이자 와인 메이커인 Yann Charlopin (얀 샤를로팽)의 역사는 그의 아버지인 Philippe Charlopin (필립 샤를로팽) 때부터 시작된다. Philippe은 1977년 Marsannay에서 첫 도멘을 설립하였고, 부르고뉴의 신이라 불리는 Henri Jayer(앙리 자이에)가 그의 첫 빈티지를 극찬하면서 Philippe의 와인들이 세상에 알려지기 시작하였다."
도멘 게쉭트Domaine Geschickt,"Domaine Geschickt(도멘 게쉭트) 와이너리는 알자스(Alsace)지역, Vosge (보주)산맥에 중심부에 위치한 Ammerschwihr (암머슈비허) 마을에 위치하고 있다. Ammerschwihr (암머슈비허)는 훌륭한 품질의 포도를 자랑하는 알자스 대표 와인지역 중 하나이다."
도멘 오즈테르타그Domaine Ostertag,"도멘 오즈테르타그(Domaine Ostertag)는 1966년 Adolphe Ostertag(아돌프 오즈테르타그)에 의해 와이너리가 설립되었고, 그의 아들 André(안드레)가 지휘봉을 잡으면서 와이너리는 질적 성장을 도약하였다."
테누타 디 발지아노Tenuta di Valgiano,"테누타 디 발지아노(Tenuta di Valgiano)는 토스카나 Lucca 언덕의 230~ 270 미터 고도의 남쪽 방향으로 포도밭이 펼쳐져 있다. 와인메이커인 Saverio Petrilli와 Laura Di Collobiano는 표현력이 풍부하고 독창적인 와인을 생산할 수 있다고 확신하게 된 반면, 이를 위해서는 포도나무와 토양의 상호 작용의 원리에 대한 완전한 이해가 선행되어야 함을 깨달았다. 이러한 탐구 결과로 그는 바이오다이내믹 농법을 채택했다."
쿠바제Cuvage,"쿠바제(Cuvage)는 샴페인 평론의 최고 권위자인 톰 스티븐슨(Tom Stevenson)가 “기술적으로 완벽한 기포와 맛의 구조를 가지고 있으며, 현존하는 샴페인 제품들 중 99.9%의 제품들보다 월등한 맛과 버블을 지닌 스파클링이다” 라고 평한바 있다."
브라이언트 이스테이트Bryant Estate,"브라이언트 이스테이트(Bryant Estate)는 도널드 브라이언트에 의해 1985년 설립되어 현재 아내인 베티나 브라이언트와 함께 운영을 하고 있습니다. 1990년대 스크리밍 이글, 할란과 더불어 컬트 와인의 시작을 알린 미국의 3대 컬트 와인 중 하나로 현재는 ‘브라이언트 패밀리 빈야드 까베르네 소비뇽’과 ‘베티나’ 그리고 ‘DB4’를 생산하며 전세계적으로 와인 수집가들의 마음을 설레게 하고 있습니다."
그란데 알베로네Grande Alberone,
단티Danti,
보렐리Borelli,
바라키Baracchi,"바라키 와이너리(Baracchi Winery)는 1860년에 설립되었으며, 와이너리 오너인 리카르도 바라키(Riccardo Baracchi)가 아들인 베네데또 바라키(Benedetto Baracchi)와 함께 대를 이어 운영하고 있다."
Bodegas Famailia Conesa보데가스 파밀리아 코네사,"Bodegas Familia Conesa(보데가스 파밀리아 꼬네사)는 1983년에 설립되어 가족 경영 와이너리로 ‘D.O. Pago’를 획득하였다. D.O. Pago는 스페인 와인 등급 중 단일 포도원의 포도로 양조한 최고의 품질만 주어지며 스페인에서 가장 획득하기 어려운 원산지 등급이다. 이 중 ‘Pago Guijoso’ 포도밭은 고도 1,100m에 위치해 있으며 척박한 토질과 자갈로 이루어져 있다."
리오 아네호Rio Anejo,리오 아네호(Rio Anejo) 와이너리는 스페인 라 만차(La Mancha) 지역에 위치한 조합형 와이너리로 과실의 산뜻함을 표현하는 가성비 좋은 와인을 생산하고 있다. 리오 아네호 와인 네이밍은 ‘오래된 강’이란 뜻으로 포도밭의 떼루아를 담은 이름이다.
사티스 데이Satis Dei,
블랑 비 내추럴Blanc Vi Natural,"블랑 비 내추럴(Blanc Vi Natural)의 스페인-카탈루냐어로 BLANC은 ‘흰색, 순수함’이란 뜻을 가지고 있다. VI NATURAL은 ‘내추럴 와인’을, SENSE SULFITS는 ‘아황산염이 첨가되지 않은’을 의미한다. 이에 아무것도 첨가하지 않은, 그 어떠한 것도 더해지지 않은 새 하얀 도화지와 같이 순수하고 깨끗한 와인이라는 의미와 와인의 캐릭터를 그대로 표현한다."
비나 코일레Vina Koyle,비냐 코일레(Vina Koyle)는 1885년부터 와인을 양조한 와인 명가 운두라가(Undurraga)의 6대손 가문이 잇고 있는 칠레의 명장 와이너리이다.
메종 누아Maison Noir,"메종 누아(Masoin Noir)는 뉴욕에서 소믈리에 활동을 해온 André Hueston Mack (안드레 휴스톤 맥)이 2007년에 설립하였다 San Antonio에서 주니어 소믈리에로, Texas에서는 Chaine des Rotisseurs (세계 미식가 협회)로부터 Best Young Sommelier in America 수상을 받는 영예를 거머쥐었다."
호프 패밀리 와인Hope Family Wines,"호프 패밀리 와인(Hope Family Wines)은 1980년대, Hope Family의 포도는 ‘Caymus’ 와이너리 설립자인 ‘Chuck Wagner’에게 판매되었고, 이 포도로 그의 Second label인 ‘Liberty School’ 와인이 생산되었다."
게리 패럴Gary Farrell,"개리 페럴(Gary Farrell)은 Russian River Valley(러시안 리버 밸리)의 개척자로 1985년 와인메이커인 Gary Farrell(게리 패럴)이 2개의 싱글 빈야드(*Rochioli, Allen) Pinot Noir 1982 빈티지를 600병 출시한 것이 와이너리 역사의 시작이며, 현재까지 37년간 'Small-Lot Artisan Wine'(각 포도밭의 Origin을 반영한 우아하고 복합미 있는 부띠끄 와인)을 생산해오고 있다."
레 륀Les Lunes,레 륀(Les Lunes)은 UC Davis에서 포도 재배 및 양조학을 공부하면서 만난 4명의 친구들은 와인 메이킹에 대한 열정으로 ‘The Living Wines Collective’ 프로젝트를 시작했다.
저스트JUST,
스트로베리 & 초코 버블Strawberry & Choco Bubble,
네스폴리Poderi dal Nespoli,네스폴리(Nespoli)는 이탈리아 음식문화를 대표하는 에밀리아-로마냐에 위치한 와이너리로 로마냐 와인의 전통을 고수하면서도 친환경 와인생산 설비를 갖추는 등 혁신의 아이콘이며 에밀리아-로마냐 뿐만 아니라 이탈리안 와인과 라이프 스타일의 리더로서의 역할을 수행하고 있다.
리코사Ricossa,"리코사(Ricossa)는 로렌조 리코사가 1800년대 말 아스티 지역에 설립한 작은 증류소 이다. 오늘날 이탈리아 피에몬테 지역을 대표하는 와이너리로 성장하게 되었다. 바롤로, 바르바레스코 등 이탈리아의 최고 와인을 생산하고 있는 리코사는 1990년대 몬도델비노 그룹의 가족이 되면서 글로벌 와인 공급사로서의 명성을 이어가고 있다."
바로네 몬탈토Barone Montalto,"바로네 몬탈토(Montalto)는 비옥한 평야와 전형적인 화산지형까지 다채로운 떼루아를 지닌 시칠리 섬에 위치하고 있다. 바로네 몬탈토 (Barone Montalto)와인은 시칠리아의 영혼을 담고 있는 전형적인 시칠리안 와인이다. 시칠리섬에서 재배된 최상급 포도로만 양조되는 몬탈토 와인은 유럽, 미주, 아시아 등 전세계에서 그 품질의 우수성을 인정받고 있다."
바로싸 보이Barossa Boy Wines,"바로싸 보이(Barossa Boy Wines)의 와인메이커이자 오너인 트랜트 버지(Trent Burge)는, 호주 바로싸 밸리의 역사를 이야기할 때 빼놓을 수 없는 인물 중 하나인 '그랜트 버지(Grant Burge)'의 아들이다. 2017년 아버지인 그랜트 버지의 공식적인 은퇴와 함께 그 가족이 이어온 150년의 와인 생산 역사는 이제 트랜트 버지의 새로운 브랜드인 '바로싸 보이(Barossa Boy Wines)'와 함께 그 명맥을 이어가고 있다."
파울렛Paulett,파울렛( Paulett Wines)는 창업자인 닐(Neil Paulett)은 애들레이드 대학교(Adelaide University)에서 와인 양조를 공부한 뒤 펜폴즈(Penfolds)와 헌터 밸리(Hunter Valley)의 로즈마운트(Rosemount)에서 근무하며 와인메이커로서의 경력을 쌓은 후 아내 알리슨(Alison)과 1982년 클레어 밸리의 중심부에 1헥타르의 아주 작은 포도밭을 구입하면서 시작되었다.
베세라 드 벨퐁Besserat de Bellefon,베세라 드 벨퐁(Besserat de Bellefon)은 프랑스를 대표하는 공식 샴페인이다. 전세계 80개국 220개의 미쉐린스타와 함께 하는 Gastronomic Champagne으로도 명성이 높다. 가볍고 섬세한 기포와 부드럽고 크리미한 텍스춰가 트레이드 마크다.
레오파드 립Leopard's Leap,레오파드 립(Leopard's Leap)은 남아공 프랑슈후크에 2000년도 설립하여 남아공 와인 산업의 현대화에 앞장선 안톤 루퍼트의 가족인 하인 코겔렌버그가 세웠다. 편하게 즐기기 좋은 와인들부터 고급 와인까지 다양한 스타일의 와인을 상황에 맞춰 즐길 수 있도록 선보인다.
생 수페리St Supery,"생 수페리 (St-Supery)는 480에이커의 포도재배 경사지, 오르내리는 언덕 그리고 계곡마루로 이루어져 있다. Dollarhide Ranch는 샤르도네를 제외한 보르도 포도종인 카베르네 소비뇽, 소비뇽 블랑, 메를로, 세미용과 카베르네 프랑으로 이루어져 있다."
로월 에스테이트Lawer Estates,"로월 에스테이트(Lawer Estates)는 David Lawer와 Besty Lawer가 운영하는 소규모 가족 운영 와이너리로, 10년 전 캘리포니아 나파밸리 북쪽에 위치한 Calistoga의 포도밭을 사들이면서 시작되었다. Betsy’s Vineyard는 Knights Valley에 자리잡고 있는데, 낮에는 건조하고 뜨거운 바람이 불어오면서 동시에 서늘한 미풍이 계곡을 식혀주는 기후를 가지고 있다."
텐 에이커 와이너리Ten Acre Winery,"텐 에이커 와이너리(Ten Acre Winery)는 실제로 10 에이커의 땅에서 출발했다. 10 에이커의 땅에서 어떻게 포도가 재배되어야 하는지에 대해 깊이 고민하며 Russian Rivery Valley의 좋은 토양에서 포도를 재배하기 시작했다. 와인의 질은 빈야드와 직결된다는 깊은 믿음 하에, 포도가 자라기에 적절한 선선한 기후 속에서 정성스레 샤도네이와 피노누아를 기르고 있다."
코투리 와이너리Coturri Winery,"코투리 와이너리(Coturri Winery)는 Sonoma Glen Ellen위 Sonoma Mountain의 Valley of the Moon에 위치해 있는 작은 유기농 와이너리이다. 1979년 Harry ""Red"" Coturri 와 그의 아들인 Tony와 Phil이 함께 설립했다. Red는 미국의 대공황과 금주법이 시행되던 시기에 아버지에게 와인을 만드는 법을 배웠고 현재는 아들인 Tony가 와이너리를 관리하고 가족에게서 물려받은 전통적인 방법을 이용하여 '진짜' 와인을 만들고 있다."
바스티오니 델라 로카Bastioni della Rocca,바스티오니 델라 로카(Bastioni della Rocca)는 이태리 남부 풀리아 지역 와이너리로 대표 품종인 프리미티보 및 네그로아마로 등을 재배하여 좋은 퀄리티의 와인을 생산하고 있으며 PICCINI GROUP에서 소유하여 관리되어지고 있다.
마스카 델 타코Masca del Tacco,마스카 델 타코(Masca del Tacco)는 이탈리아반도 남동쪽의 살렌토 반도에 속해 있다. 장화모양을 한 이탈리아반도의 뒷굽에 해당하는 이곳은 해양성과 대륙성 기후가 공존하며 다양한 지형적 영향을 고루 받아 매우 특징적인 와인을 생산하고 있다. 마스카 델 타코는 라치오 Lazio 지역의 경계를 넘어 이탈리아 남부 지역으로 확장한 후 Torricella와 Lecce 지역의 포도밭을 사들였다.
오이노스Oynos,오이노스(Oynos)는 자연 농업 및 전통적인 와인 생산으로 와인을 생산하고 어떠한 화학제품도 사용하지 않는다. 와인에 비건 마크는 없지만 비건 와인으로 동물 원료 또한 사용하지 않고 있다. 유기농 와인에서 민감한 SO2 사용을 최소화로 하고 양조 시 인위적인 효모를 첨가하지 않으며 양조장 공기중에 떠도는 자연 효모로 전 제품을 생산하고 있다.
도멘 프랑소와 달렌느Domaine Francois d'Allaines,"도멘 프랑소와 달렌느(Domaine Francois d'Allaines) 와이너리는 1990년에 설립되어 Demigny 와이너리의 와인을 구매하여 2001년에 첫 양조를 하였습니다. 오너인 Francois d’Allaines는 생산자이자 네고시앙이기도 하며, 정기적인 모니터링으로 완벽한 상태에서 포도를 생산하고 있습니다 (산지방문, 재배 성숙도 확인 및 수확직전 포도상태 점검 등)."
마르키시오Marchisio,
히킨보탐Hickinbotham,"히킨보탐 클라렌던 빈야드는 호주의 가장 역사적인 포도원 중 하나로, 1971년 식재된 50년 수령의 올드 바인에서 생산하고 있다."
포데레 디 마르치알라Podere di Marcialla,"포데레 디 마르치알라(Podere di Marcialla)는 끼안티 산지의 중심부, 피렌체와 시에나의 사이에 13헥타르 포도밭을 가지고 있는 총 28헥타르 면적의 와인 생산자입니다."
조르쥐 라발Georges Laval,"조르쥐 라발(Georges Laval)은 ""Cumières 지역에 위치한다. 소수의 R.M. 샴페인 하우스 중에서도 보석같은 존재로 organic 샴페인의 대부라고 칭송되고 있다. Laval family는 4세대 동안 포도를 재배했지만 Georges Laval이 1971년 처음으로 샴페인을 병입하였으며 그의 아들인 Vincent는 1991년 학업을 마친 후 가업을 이어 받아 1996년부터는 와이너리를 총괄하기 시작하였다."
샤를 라쇼Charles Lachaux,메종 샤를 라쇼(Charles Lachaux)는 2018을 첫 빈티지로 선보인 네고시앙 브랜드이다. 현재 도멘 아르노 라쇼를 지휘하고 있는 샤를 라쇼(Charles Lachaux)는 버건디의 세대 교체를 이끄는 대표적인 New Generation 중 한명으로서 Domaine Leroy와 Domaine d’Auvenay의 라루 비즈 르루아(Lalou Bize-Leroy)를 멘토로 삼아 도멘 아르노 라쇼에 큰 변화를 몰고 왔다.
토로 알발라Toro Albala,
이본 끌레제Yvon Clerget,"이본 끌레제(Yvon Clerget)는 현재 Thibaud Clerget(티보 끌레제)는 Yvon Clerget의 아들이 이끌고 있으며 28대째 유서 깊은 포도재배자 가문의 역사를 써오고 있다. 끌레제 가문은 1268년 Volnay에 자리잡았다. 2009년 빈티지를 마지막으로 Yvon Clerget가 은퇴를 하게 되고 이후 2014년까지는 재배한 포도를 다른 도멘, 예를 들면 앙리 부아이오(Henri Boillot) 등에 판매만 했다."
로카 데이 포르티Rocca dei Forti,
샤또 미쉘 드 몽테뉴Chateau Michel de Montaigne,미셸 드 몽테뉴(Chateau Michel de Montaigne)(1533-1592)의 성은 보르도 바로 옆에 위치하고 있으며 포도밭은 이 지역에서 가장 높은 곳에 위치하고 있다. 이 곳은 프랑스 르네상스 시대를 대표하는 철학자이자 문학자이며 《수상록 Les Essais》의 저자이자 에세이(Essai)라는 문학 형식을 만들어 낸 미셀 드 몽테뉴가 살던 성으로 유명하다.
필드 레코딩스Field Recordings,필드 레코딩스(Field Recordings Wines)는 미국 캘리포니아 California 지역의 유서 깊은 Grapevine Nursery 회사인 '선릿지 널서리 Sunridge Nursery‘에서 18년간 근무한 California Wine Grapes Field Representative이자 열정적인 와인메이커인 앤드류 존스 Andrew Jones를 중심으로 와인의 대중화를 이끌어가고 있는 와이너리입니다.
