생산자,설명
까살리 론카리Casali Roncali,"까살리 론카리(Casali Roncali)는 이탈리아 프리울리 베네치아 줄리아(Friuli Venezia Giulia) 지역의 콜리 오리엔탈리 델 프리울리(Colli Orientali del Friuli)에서 생산되는 와인 라인이다. 이 라인은 1960년에 설립된 카베르트(Cabert) 와이너리에 의해 개발되었으며, 지역의 우수성을 강조하기 위해 신중하게 선택된 포도로 만들어진다."
씨에프지브이Compagnie Francaise Des Grands Vins,"Compagnie Française des Grands Vins(CFGV)는 프랑스의 대표적인 스파클링 와인 제조사로, 1909년에 설립되어 100년 이상의 역사를 가지고 있다. 본사는 프랑스 세느에마른 주의 투르낭앙브리(Tournan-en-Brie)에 위치해 있으며, 주요 브랜드로는 Charles VOLNER, Muscador, Opéra, Veuve Amiot 등이 있다."
벨라 오크스Bella Oaks,"벨라 오크스(Bella Oaks)는 나파 포도밭을 컨설팅한 '데이비드 아브르', 나파밸리 유명 와인 메이커 '나이젤 키즈먼', 천재 와인 컨설턴트 '미셸 롤랑'이 합작한 나파밸리 드림팀에 의해 탄생했다. 특히 벨라 오크 빈야드의 독특한 특징 때문에 와인메이커의 세심한 양조 능력이 중요했는데, 나이젤 키즈먼이 와인 특성과 테루아를 반영한 와인을 개발하고 미셸 롤랑이 완성도를 극대화했다."
미셸 파투르Michel Patour,"샴페인 미셸 파투르(Champagne Michel Patour)는 꼬뜨 드 바 (Cote des Bar)에 자리잡은 모리스(Maurice)와 에릭(Éric)은 1961년부터 한 세기가 넘게 가족 사업으로 이끌어오다, 현재는 그의 아들인 미쉘 빠투의 이름을 따 샴페인을 생산하고 있다. 환경을 생각하는 농법을 추구하고 있으며, HVE(High Environmental Value) 3등급을 인정받은 와이너리이다."
기드 포레즈Guy de Forez,"기 드 포레즈(Guy de Forez)는 프랑스 샹파뉴 지방 오베 지역의 레 히쎄(Les Riceys) 마을에 위치한 소규모 샴페인 생산업자(RM(이다. 포도밭은 약 12헥타르에 걸쳐 있으며 주로 피노 누아(97%), 뫼니에 누아(2%), 샤도네이 블랑(1%)을 재배한다. 포도밭은 1990년부터 지속 가능한 포도 재배 방식을 사용하여 관리하며, TERRA VITIS, HVE등 다수의 유기농 인증을 받은 와이너리이다. 전통적인 샴페인 제조 방식을 고수하고 있다."
드니 샤르팡티에Denis & Denis iI Charpentier,"드니 샤르팡티(Denis & Denis iI Charpentier)에 가족은 프랑스의 독창적인 스피릿의 제조가로, 그들의 역사를 보면 산업을 이해하는 탁월함과 창의성의 연속임을 알 수 있다..Denis Charpentier는 고객의 요청에 의해 첫 코냑을 만들면서 자신의 재능을 발견하게 된다. 그는 예리한 후감각으로 1933년 IWSC에서 최고 코냑이라는 평가를 받는다."
도멘 르베르 바로Domaine Levert Barault,도멘 르베르-바로(Domaine Levert-Barault)는 프랑스 부르고뉴 지역의 코트 샬로네즈(Côte Chalonnaise)에 위치한 메르퀴레(Mercurey) 마을에서 16세기에 설립된 유서 깊은 와이너리이다. 1997년 피카르 가문(Famille Picard)이 이 와이너리를 인수하여 현재까지 운영하고 있다.
샤토 드 다브네Chateau de Davenay,"샤토 드 다브네(Château de Davenay)는 프랑스 부르고뉴 지역의 코트 샬로네즈(Côte Chalonnaise)에 위치한 와이너리로, 1986년 파미유 피카르(Famille Picard)에 의해 인수되었다. 이 포도원은 중세 마을인 뷕시(Buxy) 언덕 위 해발 300미터 이상의 고도에 자리하고 있으며, 몽따니 프리미에 크뤼(Montagny Premier Cru) 등급의 11헥타르 규모 포도밭을 포함하여 총 15헥타르에 달하는 면적을 갖추고 있다."
음!mmm!,
샴페인 롬바흐Champagne Lombard,"샴페인 롬바흐(Champagne Lombard)는 1925년 농업 엔지니어인 로버트 앙드리유가 설립한 가족 샴페인 하우스로, 필립 롬바흐를 거쳐 티에리 롬바흐, 토마스 롬바흐로 4대째 이어져가고 있다."
스카르파Scarpa,"스카르파(Scarpa) 는 1854년 설립되었다. 닛짜 몬페라토에 가장 오래된 와인 셀러를 소유한 유서 깊은 생산자인 스카르파(Scarpa)는 전통과 유산을 기반으로 떼루아를 존중하며, 피에몬테 지역의 다양한 토착품종으로 와인을 생산한다"
콜롬바이오 디 첸치오Colombaio di Cencio,
데 리치De Ricci,"데 리치(De' Ricci) 와이너리는 이탈리아 토스카나 지역의 몬테풀치아노에 위치한 유서 깊은 와이너리로, 1150년에 설립된 리치(Ricci) 가문에 의해 시작되었다. 'Ricci'는 이탈리아어로 고슴도치를 의미하며, 이는 가문의 문장에도 나타나 있다. 12세기에는 고슴도치의 행동을 관찰하여 날씨를 예측한 선조의 이야기에서 유래한 것이다."
아미스타Amista,"'아미스타(Amista)' 는 우정이라는 의미로, 몬페라토 언덕의 닛짜(Nizza) 마을에서 최상급 바르베라) 와인 생산을 목표로 탄생한 와이너리 이다."
르 베르네Le Berne,
빈델라Bindella,
레조낭스Resonance,레조넌스(Resonance)은 루이 자도가 부르고뉴 이외의 다른 지역에 최초로 설립한 와이너리이다. 오랜 세월 축적한 루이 자도의 와인메이킹 역량과 기교를 오리건에서 수확한 포도와 결합하였다. 그 결과 인상적으로 긴 피니시와 선명한 초점을 갖춘 매혹적인 와인이 탄생되었다.
까스띨리온 델 보스꼬Castiglion del Bosco,까스띨리온 델 보스코 (Castiglion del Bosco)는 역사적이고 문화적인 가치가 있는 진기한 유물을 자랑한다. 56 헥타르의 빈야드는 2년 이내에 80 헥타르까지 확장할 예정이다. (Brunello 생산을 위해서이다.)
레 키우제Le Chiuse,
카스텔로 로미토리오Castello Romitorio,로미토리오(Castello Romitorio) 성 은 토스카나 주 몬탈치노 마을의 거대한 언덕에 자리잡은 12세기에 만들어진 요새였다. 1984년 이 성을 사들인 예술가 산드로 키아(Sandro Chia)는 몇 년에 걸쳐 복원작업과 개조를 통해 주변 땅을 포도밭 으로 만들었다.
라 피오리타La Fiorita,
아르지아노Argiano,아르지아노(Argiano)의 토지는 기름진 관목 지대에 둘러싸인 아름다운 전원에 100 헥타르가 넘게 펼쳐져 있으며 포도나무가 올리브나무와 초원과 교대로 이어져 있다. 이상적인 고도와 공기의 자유로운 흐름으로 인한 마렘마(Maremma)의 따뜻한 바람 덕분에 온순한 기후를 갖고 포도의 발육 전단계 동안 건강하고 완전한 숙성에 필수적인 맑은 날씨를 갖는다.
테누타 판티Tenuta Fanti,
르 마치오체Le Macioche,르 마치오체(Le Macioche)는 이탈리아 소트카나 지역의 몬탈치노에 위치한 소규모 부티크 와이너리이다.
쿨리Kuli,"쿨리(Kuli)는 라만차에서 대를 이어 와인을 생산하고 있는 몬카이요(Moncayo) 가족 중, 루이퍼스 몬카이요가 만든 새로운 브랜드이다."
보데가스 비달 델 사즈Bodegas Vidal del Saz,"보데가스 비달 델 사즈(Bodegas Vidal del Saz)는 국가공인 D.O 라 만차(La Mancha)와 함께 다양한 레인지의 와인을 생산하는 패밀리 비즈니스 와이너리입니다. 스페인의 수도 마드리드에서 남쪽으로 170 킬로미터 떨어진 소설 돈키호테로 널리알려진, 캄포 데 크립타나(Campo de Criptana) 에 있는 라 만차의 중심부에 자리합니다."
맵 메이커Map Maker,"맵 메이커(Map Maker)는 뉴질랜드 말버러 지역에 위치한 와이너리로, 특히 소비뇽 블랑과 피노 누아 와인으로 잘 알려져 있다."
진트 훔브레이트Zind Humbrecht,"진트 훔브레이트(Zind Humbrecht)는 1620년대 부터 와인 생산을 시작하였고, 1947년 자체적으로 직접 병입하여 판매를 시작하였다. 1959년 이후 Zenon Humbrecht 와 Emile Zind 가족의 결합으로 Domaine Zind-Humbrecht 탄생되었다."
만자바카스Manjavacas,"만자바카스(Manjavacas)는 스페인의 라 만차(La Mancha) 지역에 위치한 와이너리로, 전통과 현대적인 기술을 결합하여 고품질 와인을 생산하는 것으로 유명하다."
하이랜드 에스테이트Hyland Estates,하이랜드 에스테이트(Hyland Estates)는 오리건주의 윌라메트 밸리(Willamette Valley) 내 맥민빌 AVA에 위치한 유서 깊은 와이너리이다.
몬테니어 에스테이트Montinore Estate,"몬테니어 에스테이트(Montinore Estate)는1982년에 시작됐다. 포도의 재배, 수확, 숙성과 병입에 이르기까지 한곳에서 이루어지는 가족 경영의 포도원이다. 모든 것을 한곳에서 함으로써 철저한 품질관리와 수백년 전통의 ""Marchesi Family""의 와인에 대한 철학과 특징을 잘 표현 할 수있다."
베컴 에스테이트 빈야드Beckham Estate Vineyard,
톨러Thorle,"톨러(Thorle)는 2006년부터 라인헤센 그랑크뤼 포도밭인 헬르와 프로스티에서 프리미엄 리슬링, 피노누아, 실바너 등을 생산하고 있다. 현재 40여개 국가의 미슐랭 레스토랑과 5성급 호텔에 와인을 공급하고 있다."
배드거 마운틴Badger Mountain,"배드거 마운틴(Badger Mountain)은 미국 워싱턴 주의 콜롬비아 밸리(Columbia Valley) 지역에 위치한 와이너리로, 유기농 와인 생산으로 잘 알려져 있다."
노타 베네 셀라즈Nota Bene Cellars [B2B],
핀카 3 팔로스Finca 3 Palos,"핀카 3 팔로스(Finca 3 Palos)는 젊은 부부 Santos와 그의 와이프 Loana에 의해 2011년 GSD Wines을 설립하였고, 2023년 Finca 3 Palos로 이름을 바꾸었다."
보데가스 아요소Bodegas Allozo,"보데가스 아요소(Bodegas Allozo)는 스페인 라 만차(La Mancha) 지역에 위치한 와이너리다. 1972년에 설립된 이 와이너리는 가족 경영으로 운영되며, 전통과 현대 기술을 결합하여 고품질의 와인을 생산한다."
유더블유씨 사모스UWC Samos,유더블유씨 사모스(UWC SAMOS)는 사모스섬의 포도 재배 및 와인 제조를 대표하는 26개의 지역협동조합이 모여 1934년 설립되었다. 말라가리와 칼로바시에 있는 두 개의 와이너리에서 포도를 재배하고 와인을 만들며 다른 그리스 지역으로의 와인 판매를 시작하였고 전 세계로 뻗어나갔다. 생산하는 와인 7000톤 중 80%가 수출되고 있으며 그 중 60%를 프랑스에 수출하고 있다.
엠씨엠 와인 컴퍼니MCM Wine Company [B2B],
지노스 와이너리Zoinos Winery,"조이노스 와이너리(Zoinos Winery)는 그리스 이피로스(Epirus) 지역의 자고리(Zagori) 마을에 위치한 와이너리다. 1954년에 설립되어, 그리스에서 가장 오래된 협동조합 와이너리 중 하나로 지역 전통과 현대적 기술을 결합하여 품질 높은 와인을 생산한다."
발로Valo [B2B],
리미티드 에디션 와인즈Limited Addition Wines,리미티드 에디션 와인즈(Limited Addition Wines)는 2018년 오리건의 윌라멧 밸리에서 시작되었으며 최소한의 개입을 하는 와이너리이다.
브로들리 빈야드Broadley Vineyards,브로들리 빈야드(Broadley Vineyards)는 오리건주 윌라메트 밸리의 몬로에 위치한 가족 소유의 와이너리이다.
마쌀토Massalto [B2B],
파레자스 셀라즈Parejas Cellars [B2B],
타운센드 셀라Townshend Cellar [B2B],
구스 릿지 빈야드Goose Ridge Vineyards,
라비니아 와인즈Lavinea Wines,"라비니아 와인즈(Lavinea Wines)는 미국 오리건 주의 윌라멧 밸리(Willamette Valley) 지역에 위치한 와이너리로, 고품질의 피노 누아(Pinot Noir)와 샤르도네(Chardonnay) 생산으로 잘 알려져 있다."
디 아이리 빈야드The Eyrie Vineyards,"디 아이리 빈야드(The Eyrie Vineyards). 만약 한 번이라도 부르고뉴의 코트 드 뉘 마을을 걸어본 적이 있다면, 이곳에서 몇 가지 비슷한 점을 느낄 수 있을 것입니다. Oregon, McMinnville의 중심부에 자리잡은 소박한 이 와이너리에 도착하면 숨겨진 초콜렛 색의 헛간을 만날 수 있습니다. 화려한 리셉션이나 거대한 정문, 그리고 넓은 주차장은 없지만 Eyrie의 와인메이커이자 오너인 Jason Lett의 모습을 그대로 반영합니다."
소타 빈야드Soter Vineyards,
모겐 롱Morgen Long,"모겐 롱(Morgen Long)의 메이커 세스 롱(Seth Long)에게는 지향성(Intentionality)이 모든 것입니다. 전직 소믈리에이자 와인 브로커이며 Coche, Raveneau, Arnaud Ente 등을 즐겨 마시는 그는 오직 샤도네이만 만들기에 헌신하고 있습니다."
오디언트 와인즈Audeant Wines,오디언트 와인즈(Audeant Wines)의 앤드류 리커스(Andrew Riechers)는 그의 와인과 함께 언제나 곁에 두고 싶은 친절하고 매력적인 사람이다. 그는 비즈니스 파트너인 틸 워커(Teal Walker)와 함께 2016년부터 Audeant를 이끌고 있다. 리커스는 명성 높은 와이너리 안티 카테라(Antica Terra)에서 경험을 쌓은 후 자신의 보틀링에 그 소중한 경험을 녹여냈다.
바커스 마크 와인스Barker's Marque WInes,"바커스 마크 와인스(Barker's Marque WInes)는 뉴질랜드 말로 지역, 아와테레 지역의 블라인드 리버 지역의 와이너리이다. 지역의 기후, 토양, 그리고 테루아를 10년 동안 연구하며 각각의 개성을 가진 포도밭을 하나의 미세 기후를 가진 와인으로 각각 담아내는 와이너리이다."
보데가스 비가르도Bodegas Bigardo,"보데가스 비가르도 (Bodegas Bigardo )는 Kiko Calvo 가 스페인 토로에 설립한 와이너리 입니다. Kiko Calvo는 스페인의 토로에서 태어나 전 세계 와이너리에서 소믈리에, 와인메이커, 생물학자로 일을 하였습니다. 그는 스스로의 와인을 직접 만들기로 결심했고, 토로에 있는 증조부의 소규모 와이너리를 물려받아 그의 꿈을 펼치기 시작하였습니다."
샤또 드 몽프린Chateau de Montfrin,"샤또 드 몽프린(Chateau de Montfrin)은 론과 갸르강, 그리고 랑그독과 프로방스 사이에 위치한 꼬또 뒤 퐁 뒤 갸르(Coteaux du Pont du Gard)에 11세기에 지어진 고탑과 함께 위치하고 있습니다. 라틴어로 몽프린은 야생동물의 산으로 번역이 되는데, 바로 이곳에서 포도나무와 올리브가 자라고 있습니다."
래리 케루비노 와인스Larry Cherubino Wines,"래리 케루비노 와인스(Larry Cherubino Wines)는 전 세계의 와이너리를 다니며 와인 메이킹을 하던 Larry Cherubino가 아내와 함께 가족 사업으로 모든 에너지를 쏟아 만든 와이너리 입니다. 2005년 첫 브랜드를 출시 하였고 지금은 각기 다른 특색을 가진 브랜드들로 빛을 내고 있으며, 서호주 지역의 와인을 대표합니다.다."
테라쩨 델레트나Terrazze Dell'Etna,"테라쩨 델레트나(Terrazze Dell'Etna)는 이탈리아 시칠리아 섬의 에트나 화산 지역에 위치한 와이너리로, 화산 토양과 독특한 기후 조건을 활용한 고품질 와인 생산으로 유명하다."
떼르 피델Terre Fidele,
엔리께 멘도자Enrique Mendoza,1989년 엔리케 멘도자(Enrique Mendoza)는 포도밭의 중요성을 인식하고 최고의 와인을 만들기 위해 최고의 포도나무를 경작하는 것을 목표로 하였습니다. 회사이름도 '엔리케 멘도자 비티쿨토르Enrique Mendoza Viticultor로 비티쿨토르는 포도재배자를 의미합니다.
빌라 꼬르데비고Villa Cordevigo,빌라 꼬르데비고(Villa Cordevigo)는 천혜의 비경인 가르다 호수가에 위치하고 있으며 총 100헥타르의 포도밭 중 23헥타르가 유기농으로 재배되고 있습니다. 전형적인 18세기 베네토 형식의 아름다운 빌라가 5성급 호텔 및 와인 홍보를 위해 사용되고 있으며 빌라에는 오셀레타라는 이름의 미슐랭 스타 레스토랑이 있습니다.
비녜티 빌라벨라Vigneti Villabella,"1971년 Walter Delibori와 Giorgio Cristoforetti에 의해 설립 된 비녜티 빌라벨라(Vigneti Villabella)는 지역의 잠재력을 최대한 표현하며 독특하고 진정한 와인을 만들고 윤리적이며 책임감 있는 방식으로 자연과 사람, 사람과 사람 사이의 균형을 중요시 하는 와이너리입니다."
보데가스 손시에라Bodegas Sonsierra,1900년 대 현 오너의 부모와 조부모에 의해 조합으로 시작된 보데가스 손시에라(Bodegas Sonsierra)는 수 세대에 걸쳐 포도밭을 경작하고 수 백 년 된 와인의 전통적인 양조법과 테루아르를 반영하여 전통을 유지해 온 240명의 포도생산자들이 함께 시작하였습니다.
4 모노스 비티컬토레스4 Monos Viticultores,4 Monos (4 Monkeys)는 최근 몇 년 동안에 등장한 가장 심오한 테루아르 중 하나인 Madrid의 Gredos 산을 사랑하게 된 네 친구로 구성된 와이너리 입니다.
셀러 프리삭Celler Frisach,"셀러 프리삭(Cellar Frisach) 와이너리는 스페인 남부 카탈로니아 지역인 Terra Alta, Corbera d'Ebre 의 때묻지 않은 자연 환경 속에 위치해 있습니다. Pablo Ruiz Picasso의 안식처이며 치유의 땅. Horta de San Joan 마을이 있는 곳입니다."
알방 마티노Albin Martinot,알방 마티노(Albin Martinot)는 꼬뜨 드 바에서 가장 섬세하게 샴페인을 만드는 RM 생산자 중 하나이다.
뱅상 다스트레Vincent D'astree,뱅상 다스트레(Vincent D'astree)는 프랑스 샴페인 지역의 피에리(Pierry)에 위치한 유명한 샴페인 하우스이다.
폴레츠키 와이너리Poletski Winery,폴레츠키(Poletski)는 헝가리가 민주화 되기 오래전 1960년도 전 부터 운영되어 온 가족 경영의 와이너리로 헝가리 북동부의 산악 지대에 자리 잡은 토카의 중심부 톨크스바에 위치해 있습니다.
레 프레 베흐Les Prés Verts,가장 유명한 포도원에서 가장 희귀한 포도밭에 이르기까지 이 와인은 프랑스 와인의 다양성을 대표합니다. 프랑스 전통의 장인들에 의해 만들어진 레 프레 베르(Les Prés Verts) 와인은 광야에서 순수하게 영감을 주는 아름다움에 대한 찬가를 상징합니다.
위니옹 데 비녀롱Union des Vignerons,'레 프레 베르(푸른 초원)' : 아름다운 야생의 자연에 헌정한 새롭고 멋진 와인 브랜드
듀체스 데 빠스트흐Duchesse des Pastres,듀체스 데 빠스트흐(Duchesse des Pastres)는 테루아르가 그 자체로 무엇을 말하는 지에 대해 온전히 집중 하며 인간의 최소한의 개입을 추구합니다.
도멘 징크Domaine Zinck,1964년에 6에이커의 빈야드에서 시작한 도멘 징크(Domaine Zinck)는 현재 50에이커 이상의 포도밭을 가지고 있습니다. 현 오너인 Philippe Zinck는 이 정신에 입각하여 바이오다이나믹 방식으로 와인을 생산합니다.
도멘 끌로 루슬리Domaine Clos Rossely,"도멘 끌로 루씰리(Domaine Clos Roussely) 는 18세기에 지어진 프랑스 루아르 계곡, 뚜렌 지역 마을 성곽에 위치해 있습니다. 1917년 현 소유주인 Vincent Roussely의 증조부로부터 4대째 이어지는 가족 경영 도멘 입니다."
파셀 에스테이트Passel Estate,파셀 에스테이트(Passel Estate )는 마가렛 리버의 중심부인 엘렌로드에 위치에 있으며 유명한 관광 루트인 Caves Road에 가까이 있습니다. 삼면이 바다로 둘러싸인 서호주의 마가렛 리버는 젠시스 로빈슨이 와인의 낙원이라고 평가한 곳입니다. 지중해성 해양성 기후와 자갈 토양은 양질의 와인을 생산하기에 이상적인 조건을 가지고 있습니다.
끌로 산타 아나Clos Santa Ana,끌로 산타 아나(Clos Santa Ana) 와이너리가 위치한 페랄리오 코뮌(Peralillo Commune)은 콜차쿠아 밸리에 위치해 있으며 150년 동안 와인을 생산해 왔습니다.
노아 & 켈리 도란스Noah & Kelly Dorrance,"노아 & 켈리 도란스(Noah & Kelly Dorrance)는 밴시 와인으로 성공을 이룬 노아 도란스가 킨포크 라이프 스타일처럼 삶의 새로운 의미를 찾고자 시작한 와이너리로, 야 문 피노 누아는 멘도시노 카운티 포터 밸리에 위치한 싱글 빈야드에서 생산된 퀴베이자 전세계에서 한국에 첫 수출된 와인입니다."
센티엄Sentium,"센티엄(Sentium)은 캘리포니아 멘도시노 카운티에 위치한 유명한 포도원으로, 명문 와인 가문인 몬다비 가문의 일원인 키아라 몬다비가 이끌고 있습니다."
폴 미트나흐Paul Mittnacht,폴 미트나흐(Paul Mittnacht)는 프랑스 알자스 지역의 유명한 와이너리 중 하나이다.
토이메이커 셀라즈Toymaker Cellars,"토이메이커 셀라즈(Toymaker Cellars)는 고품질 와인을 생산하는 와이너리로, 세심하게 선택된 포도와 정교한 양조 과정을 통해 독특한 풍미와 향을 지닌 와인을 만들어낸다."
도멘 오뜨Domaines Ott,"도멘 오뜨(Domaines Ott)는 프로방스 지방의 몇 안 되는 명망있는 와인 명가인 오뜨 패밀리가 생산하는 와인으로 프로방스의 롤스 로이스라는 애칭을 지니고 있다. 도멘 오뜨의 별은 파리의 리츠 호텔, 뉴요커들이 미국 동부 해안의 별장 도시 햄튼 등 유명 레스토랑에 뜬다는 말이 있다."
빠리고 & 리차드Parigot & Richard,프랑스 부르고뉴에 위치한 사비니-레-본(Savigny-lés-Beaune) 지역의 샴페인 메이커 출신인 에밀 빠리고(Émile Parigot)는 1907년 자신의 기업을 설립하기로 결정하고 그의 이름으로 생산한 스파클링 와인(Vin Mousseux)을 본격적으로 상업화하기 시작했다.
로저 바르니에Roger Barnier,여러 세대에 걸쳐 포도주 재배자였던 로저 바르니에(Roger Barnier)는 처음으로 자신의 뀌베를 생산하게 되며 레꼴땅 마니쁄랑 RM(Récoltant Manipulant)이 되었다. 오늘날 그의 손자인 프레데릭 베르뜰로(Frédéric Berthelot)는 바르니에 스타일의 수호자로서 로저 바르니에가 고수해왔던 전통적인 방식으로 각각의 뀌베를 생산하고 있다.
미셸 바텅Michel Vattan,미셸 바텅(Michel Vattan) 빈야드와 와이너리는 상세르(Sancerre)에서 북서쪽으로 7km 떨어진 쉬리-엉-보(Sury-en-Vaux)의 멩브레(Maimbray)마을에 위치하고 있다. 3 세대를 거치며 오늘날까지 같은 곳에서 가업을 이어오고 있다.
솔레나Solena,
휴먼셀러Human Cellars,휴먼셀러(Human Cellars)는 오리건에서도 손꼽히는 내추럴와인 생산자이다.
코스탈 릿지Coastal Ridge,
인비보Invivo,"인비보(Invivo)는 뉴질랜드의 와이너리로, 고품질의 소비뇽 블랑(Sauvignon Blanc)과 피노 누아(Pinot Noir) 와인으로 유명하다."
도멘 피에르 부아송Domaine Pierre Boisson,"도멘 피에르 부아송(Domaine Pierre Boisson)은 프랑스 부르고뉴 지역의 명성 높은 와이너리 중 하나로, 특히 뫼르소 마을에 위치해있다."
테누타 바라크Tenuta Barac,"테누타 바라크(Tenuta Barac)은 피에몬테의 랑게, 알바의 중심부이며 산 로코 세노 델비오 (San Rocco Seno d'Elvio)의 작은마을에 위치해 있습니다."
테누타 카수치오 탈레티Tenuta Casuccio Tarletti,테누타 카수치오 탈레티(Tenuta Casuccio Tarletti)는 2004년 개장 이후 와이너리의 13헥타르 에 달하는 부지를 대중에게 공개하였습니다. 약 1km의 순환로를 따라 26개의 현대 미술 설치물과 조각품을 감상할 수 있는 현대 미술과 와인이 공존하는 와이너리 입니다.
피에르 고비야Pierre Gobillard,피에르 고비야(Champagne Pierre Gobillard)는 프랑스 샴페인 지역의 Hautvillers 마을에 위치한 가족 소 유의 샴페인 하우스입니다. 이 집은 1930년대 Pierre Gobillard에 의해 설립되어 현재 그의 손자인 Thierry Gobillard에 의해 운영되고 있는 명망있는 샴페인 하우스 입니다.
도멘 기 보카드Domaine Guy Bocard,"도멘 기 보카드(Domaine Guy Bocard)는 프랑스의 부르고뉴 지역 내 뫼르소 중심부에 위치한 와이너리로 여러 세대에 걸쳐 내려오는 100% 가족 경영 와이너리이다. 뫼르소 드 본 지역의 프리미엄 화이트 와인 생산자 중 하나이며, 도멘 기 보카드는 5.6 헥타르 규모의 포도밭에서 프리미엄 화이트 와인만을 생산하고 있다."
엠씨 컨설턴트MC Consultant SARL,"엠씨 컨설턴트(MC Consultant SARL)는 프랑스 보르도에 기반을 둔 와인 컨설팅 회사로, 고품질의 와인을 생산하는 다양한 브랜드와 상표를 등록해 왔다."
칸띠나 꼴레 모로Catina Colle Moro,"칸띠나 꼴레 모로(Catina Colle Moro)는 1961년 아브루쪼 지역의 과스따메롤리 디 프리사에 의해 설립된 지역의 작은 포도생산 연합체로, 현재 와이너리는 1300여개의 포도밭, 670여명의 멤버들로 구성되어 있다. 이들로부터 공급받은 포도로 균질하고 우수한 품질의 와인을 생산하며 현대적인 시설과 합리적인 가격으로 몬테풀치아노를 생산하고 있다."
우르메네타Urmeneta,우르메네타(Urmeneta)는 칠레의 유명한 와인 생산지인 센트럴밸리에 위치한 와이너리이다.
샴페인 찰스 시몬Champagne Charles Simon,"샴페인 찰스 시몬(Champagne Charles Simon)은 1970년 Daniel Gyéjacquot와 Michel Gyéjacquot가 설립하여, 현재 Michel의 아들인 Cyril과 Frédéric이 관리하고 있습니다. 하우스의 떼루아는 꼬뜨 드 바(Côte des Bar)에 있는 8개의 마을을 건너 프랑스 오브(Aube) 지역의 중심부에 위치해 있습니다. 현재 가족 주택은 17헥타르에 달하며 약 40개의 필지가 있고, 포도나무 수령의 대부분은 20년에서 40년 사이입니다."
비그노블 무르그Scea Des Vignobles Mourgues,"비그노블 무르고(Scea Des Vignobles Mourgues)는 프랑스 남서부의 보르도 지역에 위치한 와이너리로, 여러 세대에 걸쳐 와인 생산에 헌신해 온 가족 경영 와이너리이다."
샤또 뿌이 카스테라Chateau Puy Castera,샤또 뿌이 카스테라(Chateau Puy Castera)는 프랑스 보르도 지역의 메독 하위 지역에 위치한 유서 깊은 와이너리이다.
안티카 퀘르치아Antica Quercia,안티카 퀘르치아(Antica Quercia)는 오래된 참나무라는 뜻으로 포도원에 우뚝 솟아 있는 두 그루의 거대한 참나무에서 그 이름을 따온 것이다. 오너인 클라우디오 프랑카빌라는 2015년 그 아버지가 매입하여 소유해왔던 25헥타르의 땅에서 오랫동안 꿈꿔왔던 포도원을 일구기 시작했다.
도멘 제라르 세갱Domaine Gerard Seguin,도멘 제라르 세갱(Domaine Gerard Seguin)은 프랑스 부르고뉴 지역의 지브리 샹베르탱에 위치한 가족 경영 와이너리이다.
도멘 게린 & 필스Domaine Guerrin & Fils,"도멘 게린 & 필스(Domaine Guerrin & Fils)는 프랑스 부르고뉴 지역에 위치한 가족 경영 와이너리로, 주로 푸이 퓌세와 생베랑 같은 부르고뉴의 유명한 화이트 와인 생산지에서 고품질의 와인을 생산한다."
카미넷 와이너리Carmenet Winery,캘리포니아 소노마 밸리 마야카마스 마운틴 (Mayacamas)에 자리잡은 카미넷 와이너리(Carmenet Winery)는 산속에서 재배한 포도로부터 양조한 마운틴 와인 (바위처럼 울퉁불퉁하면서도 스펙타클하고 장엄한 대자연이 원산지라는 것을 생생하게 느낄 수 있는 짙은 톤의 향기와 강렬한 풍미가 있는 레드 와인)을 생산한다는 경영 철학으로 1982년에 설립된 와이너리다.
콘라드 와이너리Konrad Winery,"콘라드 와이너리(Konrad Winery) 설립자인 Konrad Sigrun Hengstler가 독일에서 뉴질랜드 말보로 지역으로 이주하여 최고의 쇼비뇽 블랑과 피노 누아를 만들 수 있는 가능성을 확인하고 1996년 와이너리를 설립하여 와인을 생산하였고, 2020년부터 Giesen Group에 소속된 와이너리다."
플라허티 와이너리Flaherty Winery,"플라허티 와이너리(Flaherty Winery)는 최고의 와인을 최고의 고객에게 선물한다는 경영철학으로 세계 상위 소비계층만을 위해 수출하고 있으며, 미국, 독일 등 일부 선진 국가와 아시아로서는 한국에 처음으로 수출하고 있다."
쿠론 드 프랑스Couronne de France,"쿠론 드 프랑스(Couronne de France)는 1911년 설립된 프랑스의 와인 생산자 패밀리 기욧(Family Guillot)이 운영하는 브랜드이다. 현재 5대째 이어져 오고 있으며, 보르도(Bordeaux), 쥬브레 샹베르탱(Gevrey-Chambertin), 보졸레(Beaujolais), 꼬스띠에르 드 님(Costières de Nîmes) 등 프랑스의 주요 와인 산지에서 약 77헥타르의 포도밭을 소유하고 있다."
위라 위라 빈야즈Wirra Wirra Vineyards,위라 위라(Wirra Wirra Vineyards)는 호주 원주민 언어로 '유칼립투스 나무 사이로'란 뜻으로 1894년 설립된 이 와이너리는 아주 품질 우수한 레드 와인과 풍부한 풍미를 지닌 화이트 와인을 집중도 있게 생산하는 와이너리로 성장하였다.
