생산자,설명
보데가스 까르멜로 로데로Bodegas Carmelo Rodero,보데가스 까르멜로 로데로(Bodegas Carmelo Rodero)는 스페인 고급와인 산지인 리베라 델 두에로 지역의 유니크한 와이너리로 가족중심의 경영을 하고 있으며 고급 와인을 중심으로 소량 생산하는 와인너리이다.
보데가 간세도Bodegas Gancedo,보데가스 간세도(Bodegas Gancedo)는 고전적인 포도 재배 방식으로 현대적인 와인을 만드는 와이너리로 해발 500~650m의 석영 모래의 함유량이 높은 찰흙 토양으로 60~100년된 포도나무를 19헥타르에 걸쳐 재배하고 있다.
보데가스 코스터스 델 시오Bodegas Costers del Sio,"보데가스 코스터스 델 시오(Bodegas Costers del Sio)는 털가시나무와 로즈마리, 타임 등의 허브가 많이 자라는 지역 안에 위치하고 있다. 작물들이 그들의 자연적인 특성과 주변 자연환경과의 조화를 이룰 수 있도록 지속가능한 포도 재배를 원칙으로 하고 있다."
프란자스Franz-Haas,프란자스(Franz-Haas)는 이탈리아 북부 알토아디제에 위치하여 7대째 내려오는 와이너리로서 전체 면적의 15%만 경작이 가능한 높은 산악지역으로 좋은 퀄리티의 와인 생산에 집중하고 있다.
지오그라피코Geografico,"지오그라피코(Agricoltori del Chianti Geografico)는 와인의 고장으로 세계적으로 널리 알려진 이태리 토스카나의 중심부에 위치하고있다. 1961년, 토스카나 지역의 17개의 포도원들이 연합하여 보다 나은 기술과 경쟁력을 지닌 새로운 브랜드를 탄생시키기 위해 설립한 회사이다."
아카데미아Accademia,
구에리에리Guerrieri,"구에리에리(Guerrieri)는 마르케(Marche)에 위치한 이탈리아 와이너리로서 43헥타의 빈야드를 소유하고 있으며, 사람이 없이는 아무것도 존재하지 않는다는 가치를 가지고 와이너리와 농장을 운영하고 있다. 비앙켈로, 베르디끼오, 산지오베제, 몬테플치아노, 모스까또 등 다양한 토착 품종을 재배하고 있다."
테사리Tessari,"테사리(Tessari)는 “Soave is our lAND, Garganega is our soull”의 슬로건으로 화산재 토양에서 재배된 가르가네가 품종만 재배하여 만들어진 최상의 퀄리티 화이트 와인 생산자이다."
엔시얄Antiyal,"엔시얄(Antiyal)은 마이포 밸리(Maipo Valley)에 위치하는데 이 지역은 조그마한 규모이지만 칠레 최초로 환경 친화적 유기농 와인을 생산한 지역으로 지중해성 기후의 특징을 나타내는 지역이다. 봄은 온화하고 여름은 건조하며, 가을은 시원하여 과일의 농축미가 훌륭한 포도를 생산하기에 적합한 지역이다."
도멘 쿠들리스Domaine Coudoulis,도멘 쿠들리스(Domaine Coudoulis)는 1960년 Bernard Callet에 의해 만들어져 Cotes du Rhone과 Lirac지역의 점토와 석회질 토양 둥근 자갈의 테루아에서 40년생 포도나무를 통해 AOC 퀄리티의 와인이 만들어지고 있다.
체할렘Chehalem,"체할렘(Chealem)은 강렬한 피노 누아, 알자스 스타일의 피노그리와 피노블랑, 탱크와 베럴 통 발효를 통해 만든 디죵 품종의 샤르도네 그리고 매우 드라이하고 상쾌한 리슬링으로 잘 알려져 있다. 이 와인들은 리지 크레스트(Ridgecrest), 스톨러(Stoller)와 코랄 크릭(Corral Creek) 이 3곳의 포도원들에게서 생산되고 있다."
알패션Alpasion,"알패션(Alpasion)은 아르헨티나 멘도자의 우코 밸리(UCO Valley) 해발 1200m에 위치해 있으며, 숙박업과 레스토랑 와인재배 등을 함께 운영하고 있다. 천해의 자연환경과 더불어 품질 좋은 말벡 와인을 생산하고 있다. 독특한 전면 레이블은 와인 생산에 참여한 모든 사람의 지문을 넣어 와인의 퀄리티와 품질에 대한 보증을 담고 있다."
오데로Oddero,오데로(Oddero)는 왕의 와인이라 불려지는 이탈리아 바롤로 중 피에몬테지역 고급산지인 라 모라(La Morra)에 위치한 와이너리로 퀄리티 위주의 소규모생산을 통해 자신만의 철학을 보여주고 있다.
플뢰리Fleury,"플뢰리(Fleury)의 포도원은 Seine 계곡의 양쪽 경사면에 위치하고 있으며 90%가 피노 누아, 나머지 10%는 샤르도네, 피노 뫼니에 등이 경작되고 있다."
샴페인 도농Champagne Dosnon,샴페인 도농(Champagne Dosnon)은 장인정신으로 샴페인을 생산하는 소규모 생산자들에게 롤모델로 꼽히고 있는 샴페인 하우스다. 출시하자마자 차세대의 새로운 샴페인을 갈망하던 소비자들의 관심을 한 몸에 받았다.
페르세발-파쥬Perseval-Farge,"페르세발 파쥬(Perseval Farge)는 몽타뉴 드 렝스의 심장부 샤머리(Chamery) 마을에 위치한 가족경영 샴페인 생산자로, 6개의 구획으로 나뉘어진 프르미에 크뤼 4헥타르를 보유하고 있다. 포도나무 평균수령은 30년이며, 샤르도네 40%, 피노누아 35%, 피노 뫼니에 15%, 피노그리 10% 네 가지 품종을 주로 재배하고 그 밖에 옛 포도품종인 쁘띠 멜리에(Petit Meslier)와 아르반느(Arbanne)도 소량으로 재배하고 있다."
랜슬롯-피엔느Lancelot-Pienne,"랜슬롯 피엔느(Lancelot-Pienne)는 크라망(Cramant) 마을에 위치한 가족경영 와이너리다. 20세기 초반, 대형 샴페인 하우스 멈(Mumm)에서 포도밭 관리인으로 일하던 장 밥티스트 랜슬롯(Jeap-Baptiste Lancelot)은 크라망 지역에 자리잡고 포도밭을 샀다. 와인을 직접 만들진 않았지만 최고의 포도를 재배하는 노하우를 아들에게 물려줬고, 2차 세계대전이 끝날 무렵 가족의 이름을 건 샴페인을 생산할 수 있게 됐다."
샴페인 바롱 드 로칠드Champagne Barons de Rothschild,"샴페 바롱 드 로칠드(Champagne Barons de Rothschild)는 250년간 이어져 온 세계 최고의 와인 명문가가 가진 열정과 품질에 대한 자신감, 그리고 가치 있는 삶을 추구하고자 하는 끈질긴 노력이 빚어낸 결정체로 탁월하고 뛰어난 맛과 함께 밝게 빛나는 샴페인을 표현한 대명사이다."
커 셀러Kerr Cellars,"커 셀러는(Kerr Cellars)는 미 LPGA 골프 스타 크리스티 커의 열정으로 만들어진 와이너리로서, 2가지 line으로 한정 생산되는 컬트 와인이다. Helen Keplinger가 만드는 Kerr cellars line과 유방암을 이겨낸 Suzanne Pride Bryan의 투자와 Sally Johnson에 의해 만들어지는 Curvature line이 있다. 판매수익의 일부는 유방암 연구와 관리 프로그램을 위해 기부되어 진다."
바인굿 베겔러Weingut Wegeler,바인굿 베겔러(Weingut Wegeler)는 율리우스 베겔러(Julius Wegeler)에 의해 설립되었다. 19세기말 다인하르트(Deinhard)의 경영자로 이 브랜드를 독일 최고의 젝트(Sekt) 생산자로 키웠던 그는 이에 그치지 않고 1900년 모젤의 독토르(Doctor) 밭을 구매햐여 모젤에 와이너리를 설립했다.
조나단 페이Jonathan Pey,조나단 페이(Jonathan Pey)는 프랑스와 캘리포니아에서 오랜 기간 와인 양조 경험을 쌓은 와인메이커이다.
텍스트북Textbook,
바인굿 에프.엑스 피클러Weingut F.X Pichler,"에프.엑스 피클러(F.X Pichler)는 오스트리아의 대표적인 와인산지인 바하우(Wachau)의 뒤른슈타인(Dürnstein)에 자리잡은 가족경영 와이너리이다. 1898년 와인사업을 시작했으며, 1971년 현 오너인 프란츠 자버 피클러(Franz Xaver Pichler)가 경영을 시작하였다."
앵거스 더 불Angus The Bull,앵거스 더 불(Angus The Bull)은 해미쉬 맥고완(Hamish Macgowan)의 작품이다. 와인 메이커 해미쉬 맥고완은 대학을 졸업한 후 과일 등의 농작물과 목축업으로 유명한 호주 노던 테리토리(Northern Territory)로 건너가 소를 기른다. 여기서 그와 소의 인연이 시작되었다.
토브렉Torbreck,"토브렉 (Torbreck)은 호주 바로사 밸리 와인의 고급화를 선도해온 토브렉은 1994년 David Powell에 의해 설립되었습니다. 미국의 저명한 와인 비평가인 Robert Parker는 토브렉을 프랑스 론 명가 와이너리에 버금가는 와인을 만드는 와이너리로 소개하고 있으며, 최고 품질의 와인생산으로 전 세계에서 많은 찬사를 받고 있습니다."
가이아 와인스Gaia Wines,"가이아 와인스(Gaia Wines)는 1994년에 보르도 2대학에서 양조학를 전공한 Leon 과 Yiannis가 공동 설립하였다. PDO 두곳에 현대식 와인너리 소유(펠로폰네소스의 네메아지역에서 아기오르기티코 품종으로 레드 생산 산토리니 섬에서 아씨르티코 품종으로 화이트 와인 생산)있으며, 연간 생산량의 65%를 유럽, 미국, 캐나다, 호주에 수출하고 있다."
카르페 디엠Carpe Diem,"카르페 디엠(Carpe Diem)은 4세대인 Ion Luca가 2014년 가족 와이너리 기업으로 Casa Vinicola Luca를 설립한 후 만든 브랜드로써, 몰도바의 아이덴티티를 표현하는 토착 품종을 주력으로 사용하며, 일부 라인은 국제 품종으로도 양조한다."
쉥크 이탈리안 와이너리즈Schenk Italian Wineries,"쉥크 이탈리안 와이너리즈(Shcenk Italian Wineries)는 1952년에 이탈리에서 설립되었다. 기존에 벌크 와인 병입만을 담당했던 회사는 1960년에 오라(Ora)로 사옥을 옮긴 후 이탈리아의 다양한 지역에 자리한 소규모 고품질 생산자들과 협업을 시작했고, 덕분에 와인 생산기업으로 변모했다."
보가르베 1915Bogarve 1915,"보데가스 보가르베 1915(Bodegas Bogarve 1915)는 마드리드로부터 남쪽으로 120km 떨어진 라 만차(La Mancha) 지방 톨레도(Toledo)주의 마드리데호스(Madridejos) 지역의 유명 와이너리로, 1905년에 설립되어 1915년부터 본격적으로 와인을 연구, 생산하고 있다."
크리코바Cricova,"크리코바(Cricova)의 역사는 1952년 부터 시작되었다. 몰도바 공화국에는 당시 와인의 저장과 숙성을 위한 시설이 부족하여 와인사업을 발전시키기에 한계가 있었다. 이에 2명의 특출난 몰도바 와인메이커, 페트루 운구라누와 니콜라이 소블레프는 오랜 조사 끝에 크리코바의 석재 광산을 와인 저장고로 사용할 것을 제안 했다. 그리고 얼마 지나지 않아 이 지하 창고에서 숙성된 와인들의 특출남이 알려지기 시작했다."
메종 장 로롱Maison Jean Loron,"메종 장 로롱(Maison Jean Loron)의 역사는 300년 전 보졸레, 쉐나 지역의 작은 마을에서부터 시작되었다. 장 로롱의 아버지는 포도 뿐만이 아닌 다양한 농작을 하는 농부였으나(그 당시에 농부들이 대 부분 그렇듯) 장 로롱은 포도 농작과 와인 메이킹의 매력에 빠져들어 포도 농사에만 집중하기로 결정했다."
올리비에 트리꽁Olivier Tricon,"올리비에 트리꽁(Olivier Tricon)은 1956년에 트리꽁 일가에 의해 세워진 Domaine de Vauroux 에서 역사가 시작되었다. 1972년 첫 포도나무를 심었으며, 도멘이 성장함에 따라 그들의 이름도 같이 유명해졌다. 와인 메이킹에 있어서도 현대적인 방식과 전통적인 접근방식을 잘 결합하여 성장해왔다."
카스텔 미미Castel MiMi,"카스텔 미미(Castel MiMi)는 몰도바에 있는 세 개의 샤또(Chateau) 식 와이너리 중 하나로, 화려하고 웅장한 연회장, 셀라, 수영장, 게스트하우스, 역사적인 와인 저장 시설로 이미 몰도바를 대표하는 관광지이자 공식 행사기관으로써의 역할을 하고 있다. 세계적으로 가장 아름다운 건축적 매력을 가진 와이너리 15개 중 하나로 인정받기도 하였다."
보데가스 캄포스 레알레스Bodegas Campos Reales,보데가스 깜뽀스 레알레스(Bodegas Campos Reales)는 대중적인 프리미엄 와인들을 생산하는 선두주자이며 ‘Best Young Red Wine of Spain’과 ‘golden Bacco’상을 수상하는 등 그 실력을 인정받고 있으며 루프트한자와 브리티시 에어라인 등 여러 항공사에서 사용되고 있다.
챕터 24 빈야즈Chapter 24 Vineyards,챕터 24 빈야즈(Chapter 24 Vineyards)는 Evening Land Vineyards를 설립하여 성공을 거둔 Mark Tarlov에 의해 설립돼 2012년 빈티지 와인을 첫 생산하였다.
디쿱 바코 와인 디비젼Dcoop Baco Wine Division,"바코-디쿱 그룹(Baco – Dcoop group)은 스페인 최대의 와인 협동 그룹이다. 세계 최초 와인 생산지인 라 만차에서 매년 평균 180만 헥타르(180,000,000L)의 와인을 생산하고, 라 만차 외의 라 리오하, 카디스에서도 와인을 생산한다. 8,000명 이상의 포도 생산자와 협력하여 국제 시장을 타깃으로 합리적이고 경쟁력 있는 품질과 가격 책정에 힘쓰고 있다."
버겐 데 라스 비냐스 보데가 이 알마자라Virgen de las Vinas Bodega y Almazara,"버겐 데 라스 비냐스(Virgen de las Viñas)는 50년 이상된 와이너리로, 최신 기술과 전통 기술을 결합하여 와인을 생산한다. 와인 업계의 권위적인 지위를 가지고 있다. Virgen de las Viñas는 근래 유럽에서 가장 유명한 와이너리다. 1961년에 설립된 Virgen de las Viñas는 직접 운영하는 포도밭에서 수확한 포도를 최고의 생산 시스템으로 가공하여 우수한 품질의 와인을 생산하고 있다."
보데가스 이 비네도스 - 브로 발레로Bodegas y Vinedos - Bro Valero,보데가스 이 비네도스(Bodegas y Vinedos)는 1998년 브로 발레로(Bro Valero) 형제들에 의해 설립되었다. 브로 발레로 형제들은 가족들이 100년 넘게 관리해 온 포도를 사용한 와이너리를 설립하기로 결심했다. 현재 포도 품질 관리에 집중하여 고품질 와인 생산에 주력하고 있다.
산타 카탈리나Santa Catalina,"산타 카탈리나(Santa Catalina)는 라만차의 비옥한 지역에 위치하며 지역의 농업과 음식을 관리하는 농업 협동 조합이다. 1200명 이상의 농부들이 협력하여 생산품의 품질을 관리하고 라 만차의 에코 시스템을 보호한다. La Solana 지역은 넓은 초원과 언덕, 작은 개울과 같은 다양한 지형으로 이뤄져 있다. 이런한 지형과 다채로운 풍경은 과일의 맛과 풍부함을 더해준다."
비니콜라 데 토멜로소Vinicola de Tomelloso,Vinicola de Tomelloso
알로조 센트로 에스파놀라스Allozo Centro Espanolas,"보데가스 센트로 에스파놀라스(Bodegas Centro Espanolas) 설립의 목표는 라 만차에 첫번째 와이너리 왕국 건설이었고, 이는 1991년 세 개의 와이너리 합병으로 완성되었다. 수출을 겨냥하여 제조한 Allozo 와인은 현재 30개 이상의 나라에 판매되고 있다. 수출을 겨냥하여 제조한 Allozo 와인은 현재 30개 이상의 나라에 판매되고 있다."
보데가스 엘 프로그레소Bodegas El Progreso,Bodegas El Progreso
보데가스 까사 안토네트Bodegas Casa Antonete,"까사 안토네트 와이너리(Casa Antonete Winery)는 매년 32,000,000kg의 포도를 생산하는 와이너리다. 와이너리 자체에 저장 공간이 있는 냉동 탱크를 보유하고 있다. 또, 공압식 프레스와 6개의 덤프를 보유하고 있다. 또한 rotary vinifiers도 소유하고 있으며 600 오크 배럴에서 크리안자와 리세르바 와인을 생산한다. 벌크 와인과 병 와인을 판매하며 와이너리에 별도의 판매 샵을 운영하고 있다."
보데가스 엑소틱 윈즈Bodegas Exotic Winds,"보데가스 엑소틱 윈즈(Bodegas Exotic Winds)는 30,000 평방 미터의 면적과 더불어, 우리 시설에는 와인의 제조, 숙성 및 보틀링을 위한 최신 기술을 보유하고 있다. 전통과 현대 기술을 결합하여 와인을 제조한다. 최신 장비와 정밀한 제조 과정을 거쳐 최상의 포도 혼합물을 추출해 낸다: 와인에 향기, 폴리페놀, 타닌, 개성, 묵직함을 더해준다."
보데가스 아이유소Bodegas Ayuso,"보데가스 아유소(Bodegas Ayuso)는 세르반테스가 원했던 라만차 중부에 설립된 우리 와이너리는 최신 설비를 보유하고 있다. 1947년, 지하 저장고가 설립된 이래로 섬세한 정제 기술과 와인 저장 기술을 결합하였고 전통 기술과 숙성 기술 또한 보존하고 있다. 그래서 건물 중 하나는 12.000 보르도 오크 통을 수용할 수 있는 지하 동굴로 세워졌다."
비노스 & 보데가스Vinos y Bodegas,"비노스 & 보데가스(Vinos & Bodegas)는 국제 시장을 타깃으로 설립된 와이너리로, 현재 60개국의 나라에 와인을 판매하고 있다. 주문을 받아 와인을 제조하는 방식으로 고객의 니즈를 충분히 반영한 와인은 경쟁력이 뛰어나고 와인의 품질을 보증할 수 있다."
쉴드 에스테이트Schild Estate,쉴드 에스테이트(Schild Estate)는 1952년 벤 쉴드가 그의 가족과 함께 시작한 가족경영 와이너리로 1956년 설립자인 벤 쉴드의 갑작스러운 사망 후 8명의 아들 중 나이가 가장 어렸던 에드 쉴드가 고향에 남아 와이너리를 운영하여 현재의 소유주가 되었다.
보데가 유니온 캄페시나 이니에스텐스 [유씨아이]Bodega Union Campesina Iniestense [UCI],유니온 캄페시나 이니에스텐스(Union Campesina Iniestense = 약칭 UCI)는 1944년 34명의 파트너가 모여 조합을 설립하면서 그 역사가 시작되었다. 이들은 스페인 중부의 만추엘라 Manchuela 지역에 위치해있어 지중해성 기후의 영향을 받고 해발 750미터에 위치해있어 포도 재배에 최적화 되어있다.
다니엘 리옹 에 피스Daniel Rion [Domaine Daniel Rion & Fils],다니엘 리용 (Domaine Daniel Rion & Fils) 는 1955년 다니엘 리옹 에 의해 생겨난 가족 소유의 땅이다. 맨 처음에는 본로마네 내에 있는 2헥타르 (5 에이커)의 포도원에서 시작되었는데 이 땅은 그의 친할아버지가 그에게 물려준 유산이었다.
에덴 릿지 와이너리 & 트루엣-허스트Eden Ridge Winery & Truett-Hurst,"에덴 릿지 와이너리(Eden Ridge Winery)로 가는 길은 웅장한 지중해 키프로스와 고대 올리브 나무로 줄지어 있다. 그 포도밭은 따뜻한 날과 시원한 저녁을 즐기며, 포도가 천천히 익어갈 수 있도록 하고 풍부하고 열대적인 맛이 생기게 한다. 와이너리 책임자는 포도주를 재배하는 사람으로서 이 와인을 ""식물에게 진실""이 되도록 만드는데 온 정성을 쏟고 있다."
에리티에 뒤 콤트 라퐁Heritiers du Comte Lafon,"에리티에 뒤 콤트 라퐁(Heritiers du Comte Lafon)은 1999년 가을, 뫼르소의 Lafon 패밀리는 마코네의 와인 생산지 중 ‘밀리 라마르틴느’의 도멘을 구입하여 이름을 ‘레 에리티에 콤트 라퐁’ 으로 바꾸고, 2003년 봄에 Uchizy의 6ha 밭을 더 구매해 마콩에 총14ha 밭에서 7개의 와인을 생산하고 있다."
아쑤리Assuli,
까루가테Ca'Rugate,
로제 꿀롱Roger Coulon,로제 꿀롱(Roger Coulon)는 많은 분들에게 아직 생소한 샴페인이지만1806 년부터 와인을 생산한 유서깊은 도멘이다. Marne Valley 북동쪽 Petite Montagne de Reims 의 Vrigny 마을에 위치해 있다. 로제 꿀롱을 비롯한 몇 가구만 사는 작은 동네이다. 현재 오너인 Eric & Isabelle Coulon 부부가 8 대째 가업을 물려받아 운영하고 있다.
칸티나 톨로Cantina Tollo,
칸티네 두에 팔메Cantine Due Palme,"칸티네 두에 팔메 (Cantine due Palme Wine Group)는 이태리 남동쪽 지방인 뿔리아 지역(Pulia Region)의 우수한 토양과 와인제조 기술을 바탕으로 1989년에 설립된 회사로 전통과 혁신을 기반으로 이태리의 토스카나, 바롤로 지역 최상의 와인을 생산한다."
콜레 마사리Colle Massari,"꼴레마사리(Collemassari)는 토스카나에 2개의 농장을 가지고 있으며, 카스텔로 꼴레마사리와 그라따마꼬(Grattamacco)를 운영하고 있다."
코피Coppi,
코따네라Cottanera,
쿠수마노Cusumano,쿠수마노(Cusumano) 는 2001년 알베르토 쿠수마노(Alberto Cusumano)와 디에고 쿠수마노(Diego Cusumano) 형제에 의해 설립된 와이너리로 짧은 역사에 비해 빠른 품질 성장을 이뤄낸 시칠리아 지역의 다크호스이다.
엔리코 세라피노Enrico Serafino,"엔리코 세라피노(Enrico Serafino)는 1878년 피에몬테 지방의 Canale에 설립되어 캄파리그룹을 거쳐 2015년 크루즈 패밀리에 의해 인수 운영 중에 있으며, 보유 포도밭이 위치하고 있는 랑게, 몬페라토 포도원은 2014년 유네스코 유산으로 지정되었다."
체키Cecchi,"Cecchi is one of the most prestigious Tuscan wineries. Founded over a century ago by Luigi Cecchi, today, it is led by brothers Cesare and Andrea Cecchi, the family's fourth-generation."
파밀리아 코타렐라Famiglia Cotarella,
파밀리아 코띠니Famiglia Cottini,
파토리아 르 뿌삘레Fattoria le Pupille,"파토리아 르 뿌삘레(Fattoria le Pupille)는 1970년 Fattoria Le Pupille은 Pereta근처 2ha의 Sangiovese 포도밭을 가진 농가였다. 비록, 적은 물량이었지만 그 때도 좋은 레드 와인이 생산되었다. 1978년에 Morellino di Scansano DOC가 처음 생겨났고, 같은 해에 이 와인의 첫 빈티지가 Le Pupille에서 생산됐다."
피리아또 와이너리Firriato Winery [Casa Vinicola Firriato],까사 비니꼴라 피리아또 (Casa Vinicola Firriato) 는 1980년대 중반에 설립되었다. 이탈리아에서도 포도나무가 가장 밀집된 지역의 중심인 시실리에 자리잡고 있다. 이 곳은 바람과 태양을 포함한 질 높은 포도재배를 위해 필요한 자연적 요소를 갖춘 축복받은 지역이다.
라 비스 발레 디 쳄브라La Vis Valle di Cembra,
르 몽드Le Monde,
레 로께 말라테스티아네Le Rocche Malatestiane,
레오네 데 카스트리스Leone de Castris,
리본Livon,
루나도로Lunadoro,
루네 보소니Lunae Bosoni,
만드라로싸Mandrarossa,"만드라로싸(Madrarossa)는 지중해 위에 펼쳐진 시칠리아 섬 남부, 고대의 아름다움을 품은 멘피(Menfi)에 위치한다. 열정적이며 섬세한 아로마와 신선하고 조화로운 맛을 가진 지중해 와인 특유의 개성을 가장 잘 표현하는 와이너리로 손꼽힌다."
마르께시 안티노리Marchesi Antinori,"마르께시 안티노리(Marchesi Antinori)는 700년간 26대를 이어온 이태리 최고의 와인 명가이다. 안티노리 가문의 와인 생산 역사는 1180년으로 거슬러 올라가며, 피렌체 와인 길드에 공식적으로 가입한 1385년을 와인 생산 원년으로 삼고 있다."
마르코 펠루가Marco Felluga,
몬테 델레 비네Monte delle Vigne,
날스 말그레이드Nals Margreid,
오르마Orma,
파올로 레오Paolo Leo,
파스쿠아Pasqua,파스쿠아(Pasqua) 는 이태리 베네토 지역의 가장 큰 규모의 와이너리 로 1925년에 설립되어 현재 16개의 서로 다른 범주 아래 60여개 이상의 와인을 생산하고 있다.
로카 델레 마치에Rocca delle Macie,"로카 델레 마치에(Rocca delle Macie)는 1973년 설립됐다. 설립자인 이탈로 진가렐리(Italo Zingarelli)는 널리 인기 있는 영화 시리즈 'They Call Me Trinity'와 'Trinity Is Still My Name'를 제작한 인물로 키안티 클라시코 심장부에 있는 레 마키에 땅 93헥타르를 매입하며 평생의 꿈을 실현하기로 했다. 현재 전체 소유지 규모는 500헥타르 이상인데, 포도밭은 200헥타르, 올리브 밭은 22헥타르를 차지한다."
루쩨리Ruggeri,
산 펠리체San Felice,"산 펠리체 (Agricola San Felice) 는 714년부터 Arezzo 와 Siena 교구의 경작지로 포도주 생산을 했던 곳에서 포도를 재배하고 있었다. 1924년 소유자인 Grisaldi del Taja 는 Chianti Classico Consorlium 의 창립멤버가 되었고, 1968년 Enzo Morganti 가 새롭게 경영을 시작한 후 포도주 품질의 향상과 활발한 포도주 생산이 계속되고 있다."
산 파트리냐뇨San Patrignano,
라몰레 디 라몰레Lamole di Lamole [B2B],"라몰레 디 라몰레(Lamole di Lamole) 와이너리는 피렌체 안에 이탈리아에서 가장 오래되고 유명한 산지인 키안티 클라시코 그레베에 거점을 두고 있다. 포도밭은 해발고도 350~655m로 이 지역에서 가장 높은 포도밭 중 하나이며, 이상적인 온도 변화, 햇빛, 바람을 지녀 와인은 특별한 우아함, 풍부함, 지속성을 지닌 향과 향미 잠재력을 갖춘다."
테누타 디 아르체노Tenuta di Arceno,테누타 디 아르체노(Tenuta di Arceno) 와이너리는 16세기부터 와인 제조의 중심부에 있었다. 피렌체로 흐르는 암브라 강과 지중해로 흐르는 옴브론 강의 분기점 근처에 위치한 이 곳은 고대 *에트루리아 문명의 접점이었다. 아르체노(arceno) 는 원점(point of origin) 이라는 의미의 에트루리아어 archè 로부터 비롯되었다.
테누타 세테 퐁티Tenuta Sette Ponti,테누타 세테 퐁티(Tenuta Sette Ponti)는 Dott. Antonio F. Moretti가 소유하고 있는 와이너리다. 키안티의 중심부에 위치하며 역사적인 도시인 아레쪼(Arezzo)에서 멀지 않다. Valdarno에서 고속도로를 벗어나 Arno 계곡을 따라 Pratomagno의 작은 언덕으로 향하면 Terranuovo Bracciolini와 San Giustino Valdarno 마을을 만나게 된다.
테누타 비글리오네Tenuta Viglione,
테누테 암브로지오 & 지오반니 폴로나리Tenute Ambrogio e Giovanni Folonari,테누테 암브로지오&지오반니 폴로나리(Tenute Ambrogio e Giovanni Folonari)는 18세기부터 시작된 폴로나리 가문의 와인 양조 역사를 이어나가며 암브로지오 폴로나리와 그의 아들 지오반니가 2000년에 설립한 와이너리다.
테누타 살바테라Tenute SalvaTerra,
토레벤토Torrevento,
발로리Valori,
바르발리오네Varvaglione,
벨레노시Velenosi,"벨레노시(Velenosi)는 이탈리아 중부 March 주의 Ascoli Piceno 에 위치하고 있다. 1984 년에 설립된 이 와이너리는 Angela and Ercole Velenosi 에 의해 설립되었다. 주로 몬테풀치아노(Montepulciano), 산지오베제(Sangiovese) 등의 포도품종들이 생산된다."
빌라 산디Villa Sandi,
조르제틱Zorzettig,
조셉 까땅Joseph Cattin,조셉 까땅(Joseph Cattin)은 Voegtlinshoffen(뵈크틀린스호펜)에 위치하며 12세대에 걸쳐 알자스 역사의 상징이자 대표하는 와이너리로 자리매김하였다. 와이너리의 역사는 무려 1720년부터 Francois Cattin에 의해 동화의 마을 처럼 아름다운 알자스에서 시작된다. Voegtlinshoffen(뵈크틀린스호펜)에 위치하며 12세대에 걸쳐 알자스 역사의 상징이자 대표하는 와이너리로 자리매김하였다.
미구엘 토레스Miguel Torres,"미구엘 토레스 (Miguel Torres)는 지난 300여년 동안 자체 포도원을 가지고 있었지만 현재와 같은 '본격적인 모습""을 갖춘 것은 1870년부터였다. 1870 년 제임스 토레스(Jaime Torres)가 스페인 Penedes Vilafranca에 와이너리를 세워 또레스 가문의 와인 역사가 시작된 이후 100년이 지난 지금까지 와인의 품질과 전통을 중시하는 가족소유 와이너리이다."
야마토 주조Yamato Brewery,야마토 주조(Yamato Brewery)는 1975년 10월 사가 지역 4개의 주조장을 합병해 설립된 주조장으로 이후 현대적 설비를 도입해 사케 제조업을 시작하여 시그니처 상품인 준마이와 긴죠 부분에서 힘을 기울여온 주조장이다.
더 힐트The Hilt,"더 힐트(The Hilt)는 스크리밍 이글과 호나타(Jonata)의 소유주인 미국의 스포츠 재벌 스탠 크랭키(Stan Kroenke)가 피노 누아와 샤도네이에 집중한 브랜드로서 2008년 설립하였다. 스크리밍 이글(Screaming Eagle)이 세계 최고의 컬트 와인임은 모두가 알고 있지만, 이들이 캘리포니아의 숨겨진 보석 같은 테루아를 찾아 놀라운 와인을 만드는 도전을 즐긴다는 사실은 잘 알려져 있지 않다."
까테나 자파타Catena Zapata,까테나 자파타 (Catena Zapata) 는 100여년 전에 이태리 마르케 (Marche)에서 와이너리 노동자의 아들로 태어난 니콜라스 카테나(Nicolas Catena) 가 아르헨티나로 이주하여 1902년 Mendoza에 와이너리를 설립하였다.
파미유 페랑Famille Perrin,"파미유 페랑(Famille Perrin)는 로버트 파커가 '남부 론 지역에서 가장 오래되고, 훌륭한 와이너리'라고 극찬한 샤또 드 보카스텔 (Chateau de Beaucastel)을 소유하고 있는 가문이다. 전통적인 포도품종을 모두 재배하는 고집스러움과 순간 살균(Flash Pasteurization )의 현대적인 방법, 유기농 재배를 결합한 와인으로 남부 론 을 대표하고 있다."
클라란스 딜롱 와인즈Clarence Dillon Wines,"클라란스 딜런 와인즈(Clarence Dillon Wines)는 1934년 미국의 저명한 금융업자 클라란스 딜런(Clarence Dillon) 은 샤또 오브리옹(Chateau Haut Brion)을 인수하며 시작됐다. 혁신과 진보를 거듭하여 현재의 고귀한 오 브리옹을 만들어내였고, 이어 1983년 샤또 라 미씨옹 오브리옹(Chateau La Mission Haut Brion)도 인수하게 된다."
바롱 에드몬드 로칠드 [바롱 에드먼드 롯칠드]Baron Edmond de Rothschild [E. Rothchild],
로얄 토카이Royal Tokaji,로얄 토카이 (Royal Tokaji Wine Company) 는 헝가리를 대표하는 전설 속의 토카이 와인으로 현재 세계적으로 선풍적인 인기를 모으고 있다.
